plotfile,step,P_mean,P_min,P_max,P_std,Vg_mean,Vg_min,Vg_max,Vg_std,Nx,Ny,Nz,num_FE_cells,sweep_direction
plt00000158,158,0.13811166323472623,0.08645191240512588,0.1436244665669563,0.01390736755821421,-5.032496232405723,-5.032496414363643,-5.032495998931107,9.999453755868165e-08,64,64,59,65536,0.0
plt00000298,298,0.12404705524626781,0.07481983313235599,0.12968264998254023,0.013401629525504595,-4.032514064318864,-4.032514066050284,-4.03251406212728,1.0069101926536868e-09,64,64,59,65536,1.0
plt00000485,485,0.10648807654168704,0.06138089922258583,0.11211650709255377,0.012480036496274174,-3.0298455405352933,-3.0298455406365523,-3.029845540412293,6.401235958745261e-11,64,64,59,65536,1.0
plt00000774,774,0.08222250664677247,0.044699069848076825,0.08746992396451289,0.010642533784804887,-2.022532292861467,-2.0225322932010927,-2.0225322924791067,2.375570883921672e-10,64,64,59,65536,1.0
plt00016816,16816,0.011501738540652924,-0.1859854668730294,0.18451308867518135,0.1279421342016646,-0.9866615891097166,-1.0154811621585584,-0.9557915020954844,0.02314877667027533,64,64,59,65536,1.0
plt00019025,19025,-6.90509320786948e-05,-0.1852819915991353,0.18529176243056586,0.1281218497273781,0.015508501373160398,-0.014426104448496251,0.04543078787654428,0.023235290396960248,64,64,59,65536,1.0
plt00020242,20242,-0.012428409144911714,-0.1844420056108064,0.18602720554731744,0.12789771899445074,1.0178251514263499,0.9868838572968697,1.0465508984311767,0.023136791729906982,64,64,59,65536,1.0
plt00020878,20878,-0.03797431804521434,-0.18204036834913842,0.1853117439636943,0.12365008403259292,2.022550852180582,1.9894423215035502,2.0487900892691444,0.022706664412793957,64,64,59,65536,1.0
plt00022340,22340,-0.06357395661931312,-0.180356319603025,0.17961311267905244,0.1140899452051106,3.027240664745876,2.992228621208449,3.0506629855575236,0.021759290645072246,64,64,59,65536,1.0
plt00024065,24065,-0.09381475938830917,-0.17622216707272864,0.15529484170360386,0.09029405592208228,4.034218577142223,3.9976623420352873,4.054109653826406,0.02003917894709119,64,64,59,65536,1.0
plt00024420,24420,-0.1395758247240486,-0.1450730050150271,-0.08770711675647773,0.013948725547526493,5.063356899649284,5.063355556764347,5.0633581197069795,9.045589277335815e-07,64,64,59,65536,1.0
plt00024558,24558,-0.12563722467531294,-0.13126418829171757,-0.07609597980029469,0.013468900608424057,4.063608359359491,4.063608345733366,4.0636083728469945,9.585922570947781e-09,64,64,59,65536,-1.0
plt00024741,24741,-0.10828155310229648,-0.11392002130062526,-0.06269933704508134,0.012589517490535945,3.0612261233505915,3.0612261225534394,3.0612261241508043,5.65481772205397e-10,64,64,59,65536,-1.0
plt00025021,25021,-0.0844144492841887,-0.08971667584189785,-0.04612074209400146,0.010836125605746571,2.0543168596577885,2.0543168575124877,2.0543168618091774,1.5208931630072978e-09,64,64,59,65536,-1.0
plt00026519,26519,-0.012428440322382333,-0.18444178607994327,0.18602701091554594,0.1278977146072634,1.0178251713316009,0.9868841066836724,1.0465507181451983,0.023136791281140826,64,64,59,65536,-1.0
plt00028053,28053,-6.905384872246765e-05,-0.18528199883817703,0.18529083173357663,0.1281218497545725,0.015508506553688059,-0.014425760932016841,0.04543013050745796,0.023235290395411445,64,64,59,65536,-1.0
plt00029294,29294,0.011501742601654935,-0.1859857797603933,0.18450972184892558,0.12794213069227667,-0.9866615931509954,-1.0154796623404012,-0.9557931024295684,0.023148774652274284,64,64,59,65536,-1.0
plt00029978,29978,0.03651939203019804,-0.18544643666737687,0.1821447099854767,0.1239969783399894,-1.9912957524903077,-2.017693233140012,-1.9583007255798999,0.022748564935297852,64,64,59,65536,-1.0
plt00031392,31392,0.06165732899116712,-0.1803079605824423,0.18044641523459196,0.11501081529057285,-2.9958954128616337,-3.0195452494573765,-2.96100424664337,0.02185407341677692,64,64,59,65536,-1.0
plt00032486,32486,0.08986374941764981,-0.16088606332557417,0.1773606216580212,0.09487895027370273,-4.001992019098565,-4.022343730095562,-3.9655978316884877,0.02028954010476507,64,64,59,65536,-1.0
plt00000158,158,0.13811166323472623,0.08645191240512588,0.1436244665669563,0.01390736755821421,-5.032496232405723,-5.032496414363643,-5.032495998931107,9.999453755868165e-08,64,64,59,65536,-1.0
