folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,Ec,Pr,rp,alpha,beta,gamma
MFM_t_8_mxi_775,0,simulation_ok,0,2026-08-17T20:22:29.491060+08:00,2026-08-17T20:24:44.492467+08:00,135.001,3.582556576383e+08,1.483724353083e-01,1.614993802861e+00,-5.553910331691e+09,1.610143657655e+11,4.145981295582e+12
MFM_t_8_mxi_776,0,simulation_ok,0,2026-08-17T20:24:44.525627+08:00,2026-08-17T20:25:29.526526+08:00,45.001,2.779291209419e+08,3.828629094575e-02,1.603301655279e+00,-1.644503050172e+10,6.651975491745e+12,3.115529561462e+15
MFM_t_8_mxi_777,0,simulation_ok,0,2026-08-17T20:25:29.559501+08:00,2026-08-17T20:26:14.560701+08:00,45.001,2.270094655000e+08,2.054646743794e-02,1.677568901969e+00,-2.727912223985e+10,5.480600089647e+13,2.324341703317e+16
MFM_t_8_mxi_778,0,simulation_ok,0,2026-08-17T20:26:14.617801+08:00,2026-08-17T20:27:59.619208+08:00,105.001,3.087622504317e+08,1.105477956265e-01,1.714819635434e+00,-7.146521084693e+09,5.580587110059e+11,2.186758765504e+12
MFM_t_8_mxi_779,0,simulation_ok,0,2026-08-17T20:27:59.663841+08:00,2026-08-17T20:29:59.665317+08:00,120.001,3.019967520121e+08,1.477319023058e-01,1.552322053260e+00,-4.288639110948e+09,7.111091425033e+10,5.745452880926e+12
MFM_t_8_mxi_780,0,simulation_ok,0,2026-08-17T20:29:59.692051+08:00,2026-08-17T20:33:14.693768+08:00,195.002,7.498100265312e+07,7.435644591463e-02,1.499044939477e+00,-1.901601329357e+09,9.800084632259e+09,6.043529374066e+13
MFM_t_8_mxi_781,0,simulation_ok,0,2026-08-17T20:33:14.728245+08:00,2026-08-17T20:34:44.729416+08:00,90.001,3.783147216210e+08,1.022481239666e-01,1.593449980410e+00,-8.269974567249e+09,4.373201997687e+11,3.383277068038e+13
MFM_t_8_mxi_782,0,simulation_ok,0,2026-08-17T20:34:44.761174+08:00,2026-08-17T20:36:29.762734+08:00,105.002,2.713400902738e+08,1.242093555179e-01,1.512843875376e+00,-4.249552203635e+09,3.514956356098e+10,1.557530338984e+13
MFM_t_8_mxi_783,0,simulation_ok,0,2026-08-17T20:36:29.788100+08:00,2026-08-17T20:38:14.789521+08:00,105.001,1.389813557831e+08,5.065056443672e-02,1.721846231073e+00,-7.065356949988e+09,2.680111995109e+12,2.880479152028e+13
MFM_t_8_mxi_784,0,simulation_ok,0,2026-08-17T20:38:14.822453+08:00,2026-08-17T20:39:29.823375+08:00,75.001,5.607611679309e+08,1.084355397795e-01,1.648381472348e+00,-1.237776849345e+10,7.959794117363e+11,2.183205485464e+13
MFM_t_8_mxi_785,0,simulation_ok,0,2026-08-17T20:39:29.852457+08:00,2026-08-17T20:40:29.853590+08:00,60.001,4.927733548400e+08,5.769401306908e-02,1.579529505973e+00,-1.871193132613e+10,2.770562387964e+12,8.565167958741e+14
MFM_t_8_mxi_786,0,simulation_ok,0,2026-08-17T20:40:29.885163+08:00,2026-08-17T20:42:14.886484+08:00,105.001,2.846572402054e+08,8.687699536983e-02,1.659177564281e+00,-7.935951354988e+09,8.319350766351e+11,2.908427442869e+13
MFM_t_8_mxi_787,0,simulation_ok,0,2026-08-17T20:42:14.919534+08:00,2026-08-17T20:43:29.920847+08:00,75.001,5.406967766941e+08,1.102207227790e-01,1.563526417662e+00,-1.048440953022e+10,3.609594784526e+11,4.132603423679e+13
MFM_t_8_mxi_788,0,simulation_ok,0,2026-08-17T20:43:29.950555+08:00,2026-08-17T20:44:14.951581+08:00,45.001,3.205892066594e+08,3.694510490040e-02,1.674886603449e+00,-2.136633722576e+10,1.314992220117e+13,1.834329606504e+15
MFM_t_8_mxi_789,0,simulation_ok,0,2026-08-17T20:44:14.979353+08:00,2026-08-17T20:45:29.980325+08:00,75.001,1.291125297105e+08,5.036849377088e-02,1.618499138512e+00,-5.922293985472e+09,1.520521250824e+12,3.207986175429e+14
MFM_t_8_mxi_790,0,simulation_ok,0,2026-08-17T20:45:30.013151+08:00,2026-08-17T20:46:45.014415+08:00,75.001,2.933862268041e+08,6.899231500273e-02,1.655427124825e+00,-1.025781977027e+10,1.679170864350e+12,9.997199826389e+13
MFM_t_8_mxi_791,0,simulation_ok,0,2026-08-17T20:46:45.054639+08:00,2026-08-17T20:47:45.055890+08:00,60.001,1.905421393791e+08,4.321153483192e-02,1.621719542952e+00,-1.022853285975e+10,3.633260316592e+12,9.878971842590e+14
MFM_t_8_mxi_792,0,simulation_ok,0,2026-08-17T20:47:45.088438+08:00,2026-08-17T20:49:15.089423+08:00,90.001,5.360991480310e+08,8.955937633591e-02,1.571711929554e+00,-1.295959052807e+10,7.387401863259e+11,1.093384993326e+14
MFM_t_8_mxi_793,0,simulation_ok,0,2026-08-17T20:49:15.122518+08:00,2026-08-17T20:50:30.123426+08:00,75.001,5.246315176323e+08,3.525205873435e-02,1.499106828095e+00,-2.806855892748e+10,6.541819062252e+11,1.764890802316e+16
MFM_t_8_mxi_794,0,simulation_ok,0,2026-08-17T20:50:30.155441+08:00,2026-08-17T20:51:30.156297+08:00,60.001,2.286336285702e+08,4.944909822038e-02,1.685244755300e+00,-1.150383444383e+10,4.097513287104e+12,2.482895926481e+14
MFM_t_8_mxi_795,0,simulation_ok,0,2026-08-17T20:51:30.185477+08:00,2026-08-17T20:52:15.186205+08:00,45.001,1.665070864591e+08,3.495455770332e-02,1.664615561530e+00,-1.160460673684e+10,7.678133194315e+12,1.489303217776e+15
MFM_t_8_mxi_796,0,simulation_ok,0,2026-08-17T20:52:15.212673+08:00,2026-08-17T20:53:00.213529+08:00,45.001,1.828028483097e+08,4.437400511775e-02,1.534103335970e+00,-8.364587507309e+09,1.110932817415e+12,1.593200016555e+15
MFM_t_8_mxi_797,0,simulation_ok,0,2026-08-17T20:53:00.239086+08:00,2026-08-17T20:53:45.240212+08:00,45.001,1.156249683887e+08,2.494920163493e-02,1.672591729322e+00,-1.138441225813e+10,1.523633757600e+13,4.904666691978e+15
MFM_t_8_mxi_798,0,simulation_ok,0,2026-08-17T20:53:45.272445+08:00,2026-08-17T20:55:15.273662+08:00,90.001,3.221927980717e+08,1.051211436150e-01,1.554957122619e+00,-6.458864853290e+09,2.194612300679e+11,3.303279126021e+13
MFM_t_8_mxi_799,0,simulation_ok,0,2026-08-17T20:55:15.306479+08:00,2026-08-17T20:58:00.308014+08:00,165.002,1.488935805723e+08,1.033241318997e-01,1.523923486949e+00,-2.868509028649e+09,5.372044075654e+10,2.013607963063e+13
MFM_t_8_mxi_800,0,simulation_ok,0,2026-08-17T20:58:00.341548+08:00,2026-08-17T20:58:45.342437+08:00,45.001,2.070060700619e+08,3.586231404679e-02,1.586324759595e+00,-1.277220330536e+10,5.190471893806e+12,3.685888497594e+15
MFM_t_8_mxi_801,0,simulation_ok,0,2026-08-17T20:58:45.374406+08:00,2026-08-17T21:00:00.376000+08:00,75.002,4.372787606876e+08,5.218771498323e-02,1.526251094736e+00,-1.675663746597e+10,1.319106123824e+12,1.774655065873e+15
MFM_t_8_mxi_802,0,simulation_ok,0,2026-08-17T21:00:00.409436+08:00,2026-08-17T21:01:30.410786+08:00,90.001,1.442974266700e+08,3.513821113403e-02,1.564059365014e+00,-8.784242555056e+09,2.994114920971e+12,3.337179859178e+15
MFM_t_8_mxi_803,0,simulation_ok,0,2026-08-17T21:01:30.437744+08:00,2026-08-17T21:03:00.439102+08:00,90.001,4.527936773194e+08,3.283362099635e-02,1.578579379318e+00,-3.016954241632e+10,1.367347230893e+13,1.327577470992e+16
MFM_t_8_mxi_804,0,simulation_ok,0,2026-08-17T21:03:00.471416+08:00,2026-08-17T21:05:00.472940+08:00,120.002,3.343824934504e+08,1.390679548733e-01,1.583488022876e+00,-5.298479629336e+09,1.398153899499e+11,6.936485196385e+12
MFM_t_8_mxi_805,0,simulation_ok,0,2026-08-17T21:05:00.505198+08:00,2026-08-17T21:06:15.506370+08:00,75.001,2.626655623849e+08,6.951154761510e-02,1.728028506156e+00,-9.783117409664e+09,2.003454411611e+12,4.399557041115e+12
MFM_t_8_mxi_806,0,simulation_ok,0,2026-08-17T21:06:15.534427+08:00,2026-08-17T21:08:00.535883+08:00,105.001,5.221358086564e+08,1.447641188490e-01,1.697115205609e+00,-9.078025356346e+09,3.921251941243e+11,1.959088634190e+12
MFM_t_8_mxi_807,0,simulation_ok,0,2026-08-17T21:08:00.569445+08:00,2026-08-17T21:11:30.571317+08:00,210.002,2.144348749432e+08,1.339977809740e-01,1.718676263593e+00,-4.108936991985e+09,2.207623505167e+11,4.499412254778e+11
MFM_t_8_mxi_808,0,simulation_ok,0,2026-08-17T21:11:30.606522+08:00,2026-08-17T21:13:00.607781+08:00,90.001,5.149659625650e+08,1.227566004771e-01,1.518863845164e+00,-8.264863379916e+09,9.194297495817e+10,3.029482796426e+13
MFM_t_8_mxi_809,0,simulation_ok,0,2026-08-17T21:13:00.640570+08:00,2026-08-17T21:16:30.642814+08:00,210.002,9.041100290302e+07,1.108190839754e-01,1.710802529594e+00,-2.079869361181e+09,1.597667787677e+11,7.810278094778e+11
MFM_t_8_mxi_810,0,simulation_ok,0,2026-08-17T21:16:30.672586+08:00,2026-08-17T21:17:30.673463+08:00,60.001,3.496826396797e+08,6.659693859076e-02,1.505948118132e+00,-1.006035688017e+10,1.801922823528e+11,4.708137172378e+14
MFM_t_8_mxi_811,0,simulation_ok,0,2026-08-17T21:17:30.705561+08:00,2026-08-17T21:19:15.706988+08:00,105.001,3.825392445168e+08,1.236158881983e-01,1.657467340045e+00,-7.481368015782e+09,3.846974091941e+11,6.864291593278e+12
MFM_t_8_mxi_812,0,simulation_ok,0,2026-08-17T21:19:15.739507+08:00,2026-08-17T21:22:45.741184+08:00,210.002,1.552934092524e+08,1.465860860853e-01,1.550404356130e+00,-2.215253433579e+09,3.627397940762e+10,3.109768753908e+12
MFM_t_8_mxi_813,0,simulation_ok,0,2026-08-17T21:22:45.771300+08:00,2026-08-17T21:23:45.772273+08:00,60.001,3.089887379634e+08,4.602583653783e-02,1.567683832050e+00,-1.444339506673e+10,2.988151895577e+12,1.807981715192e+15
MFM_t_8_mxi_814,0,simulation_ok,0,2026-08-17T21:23:45.804465+08:00,2026-08-17T21:25:45.805796+08:00,120.001,3.877223727628e+08,1.486071816633e-01,1.708220715697e+00,-6.635569129147e+09,2.813210818694e+11,8.670115285571e+11
MFM_t_8_mxi_815,0,simulation_ok,0,2026-08-17T21:25:45.834132+08:00,2026-08-17T21:26:30.835042+08:00,45.001,1.183044134869e+08,2.526841525227e-02,1.625155391851e+00,-1.090632434470e+10,1.154323633291e+13,8.673741854330e+15
MFM_t_8_mxi_816,0,simulation_ok,0,2026-08-17T21:26:30.868139+08:00,2026-08-17T21:29:45.870030+08:00,195.002,1.028320552199e+08,1.222202083840e-01,1.674788898228e+00,-2.071477427927e+09,1.164522659796e+11,1.487600896302e+12
MFM_t_8_mxi_817,0,simulation_ok,0,2026-08-17T21:29:45.903666+08:00,2026-08-17T21:30:45.904889+08:00,60.001,1.943282825249e+08,4.741578215444e-02,1.555784583930e+00,-8.648620058205e+09,1.460637336071e+12,1.061344618575e+15
MFM_t_8_mxi_818,0,simulation_ok,0,2026-08-17T21:30:45.949885+08:00,2026-08-17T21:31:30.950898+08:00,45.001,1.758263292342e+08,3.510106492163e-02,1.638667492835e+00,-1.185760457122e+10,6.961943590137e+12,2.160625165687e+15
MFM_t_8_mxi_819,0,simulation_ok,0,2026-08-17T21:31:30.984375+08:00,2026-08-17T21:33:15.985630+08:00,105.001,4.654435234594e+08,7.772378795840e-02,1.672664449457e+00,-1.471164341347e+10,2.029327988973e+12,6.720367175352e+13
MFM_t_8_mxi_820,0,simulation_ok,0,2026-08-17T21:33:16.018525+08:00,2026-08-17T21:35:16.020014+08:00,120.001,3.395681129646e+08,1.379698129261e-01,1.540421313538e+00,-5.056186469542e+09,7.906260617937e+10,9.800223917547e+12
MFM_t_8_mxi_821,0,simulation_ok,0,2026-08-17T21:35:16.052273+08:00,2026-08-17T21:36:16.053211+08:00,60.001,4.179631125128e+08,6.584896794157e-02,1.515572056703e+00,-1.241936905525e+10,4.180975758550e+11,5.641240828127e+14
MFM_t_8_mxi_822,0,simulation_ok,0,2026-08-17T21:36:16.085491+08:00,2026-08-17T21:37:16.086756+08:00,60.001,5.252255750787e+08,7.071996196236e-02,1.556532083798e+00,-1.569207199142e+10,1.203265042776e+12,3.867635167030e+14
MFM_t_8_mxi_823,0,simulation_ok,0,2026-08-17T21:37:16.120428+08:00,2026-08-17T21:38:46.121917+08:00,90.001,5.480233896066e+08,9.435174816906e-02,1.552586694093e+00,-1.219092402207e+10,4.974497389213e+11,9.794941766785e+13
MFM_t_8_mxi_824,0,simulation_ok,0,2026-08-17T21:38:46.155138+08:00,2026-08-17T21:39:46.156059+08:00,60.001,3.585505183280e+08,6.033233945386e-02,1.660507134378e+00,-1.441458611391e+10,3.150054756949e+12,2.225296500765e+14
MFM_t_8_mxi_825,0,simulation_ok,0,2026-08-17T21:39:46.188517+08:00,2026-08-17T21:40:46.189882+08:00,60.001,1.485702129716e+08,3.434373747362e-02,1.585048269895e+00,-9.554420995619e+09,4.189035272170e+12,3.316186879651e+15
MFM_t_8_mxi_826,0,simulation_ok,0,2026-08-17T21:40:46.222535+08:00,2026-08-17T21:43:16.224437+08:00,150.002,2.648605472353e+08,1.498981783944e-01,1.722403060859e+00,-4.551953046257e+09,1.974481001353e+11,2.285707904234e+11
MFM_t_8_mxi_827,0,simulation_ok,0,2026-08-17T21:43:16.250865+08:00,2026-08-17T21:44:31.252215+08:00,75.001,5.565419553504e+08,7.958776244538e-02,1.649264000991e+00,-1.675389141126e+10,2.007699577040e+12,1.006099539094e+14
MFM_t_8_mxi_828,0,simulation_ok,0,2026-08-17T21:44:31.284544+08:00,2026-08-17T21:46:16.285786+08:00,105.001,2.135434127091e+08,7.656462027571e-02,1.566520150654e+00,-5.989461214625e+09,4.421090073426e+11,9.887343808376e+13
MFM_t_8_mxi_829,0,simulation_ok,0,2026-08-17T21:46:16.318169+08:00,2026-08-17T21:48:16.319393+08:00,120.001,4.488376009967e+08,8.357425136100e-02,1.559790594334e+00,-1.140865177205e+10,6.531374538213e+11,1.403434211847e+14
MFM_t_8_mxi_830,0,simulation_ok,0,2026-08-17T21:48:16.353502+08:00,2026-08-17T21:49:16.354562+08:00,60.001,1.879460766557e+08,5.462342980240e-02,1.577043766110e+00,-7.510027877457e+09,1.212380586249e+12,4.372468401986e+14
MFM_t_8_mxi_831,0,simulation_ok,0,2026-08-17T21:49:16.386154+08:00,2026-08-17T21:52:01.387676+08:00,165.002,8.709255921420e+07,9.682258012812e-02,1.519103546619e+00,-1.773053476051e+09,3.200045718761e+10,1.676155489888e+13
MFM_t_8_mxi_832,0,simulation_ok,0,2026-08-17T21:52:01.421454+08:00,2026-08-17T21:53:31.422769+08:00,90.001,2.478366309044e+08,8.175664711572e-02,1.707885295132e+00,-7.707346460901e+09,1.078532905277e+12,1.115253795407e+13
MFM_t_8_mxi_833,0,simulation_ok,0,2026-08-17T21:53:31.455521+08:00,2026-08-17T21:55:16.457018+08:00,105.001,1.192897586197e+08,6.630962362938e-02,1.694931314015e+00,-4.518429370656e+09,9.238383320150e+11,2.360399873961e+13
MFM_t_8_mxi_834,0,simulation_ok,0,2026-08-17T21:55:16.490566+08:00,2026-08-17T21:57:01.492053+08:00,105.001,2.476187294417e+08,1.151421236260e-01,1.519517061444e+00,-4.242653550875e+09,5.500231001276e+10,1.998925955861e+13
MFM_t_8_mxi_835,0,simulation_ok,0,2026-08-17T21:57:01.524531+08:00,2026-08-17T21:57:46.525603+08:00,45.001,4.519723712615e+08,4.272205350775e-02,1.510756182901e+00,-2.048704743237e+10,1.271731905655e+12,5.453167199225e+15
MFM_t_8_mxi_836,0,simulation_ok,0,2026-08-17T21:57:46.553606+08:00,2026-08-17T21:59:16.554732+08:00,90.001,3.926128295055e+08,1.072623698408e-01,1.651714365393e+00,-8.793515577915e+09,5.863102295225e+11,1.547095137583e+13
MFM_t_8_mxi_837,0,simulation_ok,0,2026-08-17T21:59:16.588157+08:00,2026-08-17T22:00:31.589473+08:00,75.001,4.233753934188e+08,4.718504473097e-02,1.687779932107e+00,-2.238035280403e+10,8.829494031349e+12,5.491476937839e+14
MFM_t_8_mxi_838,0,simulation_ok,0,2026-08-17T22:00:31.615130+08:00,2026-08-17T22:01:31.616243+08:00,60.001,2.561176818997e+08,5.136678192834e-02,1.639692016262e+00,-1.181694479823e+10,3.255492173545e+12,4.635466942837e+14
MFM_t_8_mxi_839,0,simulation_ok,0,2026-08-17T22:01:31.649512+08:00,2026-08-17T22:03:16.650728+08:00,105.001,2.138493097200e+08,7.316933586055e-02,1.496263007611e+00,-5.475059539549e+09,7.292045203234e+09,1.896551205598e+14
MFM_t_8_mxi_840,0,simulation_ok,0,2026-08-17T22:03:16.684199+08:00,2026-08-17T22:04:31.685382+08:00,75.001,4.975848639157e+08,6.566128175322e-02,1.704562442288e+00,-1.920787404086e+10,4.126113664963e+12,7.631352778998e+13
MFM_t_8_mxi_841,0,simulation_ok,0,2026-08-17T22:04:31.718536+08:00,2026-08-17T22:06:16.719898+08:00,105.001,4.321771197503e+08,1.222548034341e-01,1.565013903509e+00,-7.573294632410e+09,2.155857010542e+11,1.947759376620e+13
MFM_t_8_mxi_842,0,simulation_ok,0,2026-08-17T22:06:16.752427+08:00,2026-08-17T22:08:01.753624+08:00,105.001,4.470827566698e+08,1.429064421450e-01,1.580326299435e+00,-6.862018211596e+09,1.667922425417e+11,8.285800593539e+12
MFM_t_8_mxi_843,0,simulation_ok,0,2026-08-17T22:08:01.787526+08:00,2026-08-17T22:09:46.788818+08:00,105.001,1.261726508245e+08,6.717845997015e-02,1.724810150180e+00,-4.848839139646e+09,1.054044869349e+12,4.516795100687e+12
MFM_t_8_mxi_844,0,simulation_ok,0,2026-08-17T22:09:46.815671+08:00,2026-08-17T22:11:01.816974+08:00,75.001,4.976292165497e+08,9.350280917997e-02,1.588624067801e+00,-1.181497996345e+10,7.196422340952e+11,7.226046494206e+13
MFM_t_8_mxi_845,0,simulation_ok,0,2026-08-17T22:11:01.849126+08:00,2026-08-17T22:11:31.850125+08:00,30.001,2.858170262328e+08,2.795103135479e-02,1.590989748915e+00,-2.277709972225e+10,1.581746719718e+13,1.707093529348e+16
MFM_t_8_mxi_846,0,simulation_ok,0,2026-08-17T22:11:31.876125+08:00,2026-08-17T22:13:16.877563+08:00,105.001,4.757508556862e+08,1.401193784481e-01,1.630678226293e+00,-7.962192655700e+09,2.820735092011e+11,6.288704328549e+12
MFM_t_8_mxi_847,0,simulation_ok,0,2026-08-17T22:13:16.911182+08:00,2026-08-17T22:14:16.912260+08:00,60.001,4.554812087939e+08,6.321120972347e-02,1.525550867302e+00,-1.439030542389e+10,7.565815338105e+11,7.119993233460e+14
MFM_t_8_mxi_848,0,simulation_ok,0,2026-08-17T22:14:16.955864+08:00,2026-08-17T22:17:01.957182+08:00,165.001,2.879513692986e+08,1.494870480551e-01,1.641159491645e+00,-4.572959509689e+09,1.497772048444e+11,2.455102727253e+12
MFM_t_8_mxi_849,0,simulation_ok,0,2026-08-17T22:17:01.990266+08:00,2026-08-17T22:18:46.991513+08:00,105.001,2.612710744594e+08,1.074312453210e-01,1.676701818194e+00,-5.999322364162e+09,4.395160491682e+11,6.956614990842e+12
MFM_t_8_mxi_850,0,simulation_ok,0,2026-08-17T22:18:47.020529+08:00,2026-08-17T22:21:32.022104+08:00,165.002,7.631705628848e+07,6.131968808750e-02,1.605112045013e+00,-2.826255217039e+09,4.510588267259e+11,7.994033237597e+13
MFM_t_8_mxi_851,0,simulation_ok,0,2026-08-17T22:21:32.056131+08:00,2026-08-17T22:22:47.057387+08:00,75.001,4.737182573084e+08,9.604837377844e-02,1.728780116246e+00,-1.277752062779e+10,1.373239210999e+12,1.280644735699e+12
MFM_t_8_mxi_852,0,simulation_ok,0,2026-08-17T22:22:47.085411+08:00,2026-08-17T22:24:02.086671+08:00,75.001,3.676299641679e+08,8.694828140824e-02,1.497508325768e+00,-7.944281436075e+09,1.760683866321e+10,1.366697137214e+14
MFM_t_8_mxi_853,0,simulation_ok,0,2026-08-17T22:24:02.113601+08:00,2026-08-17T22:25:02.114599+08:00,60.001,5.087266075789e+08,6.848552184246e-02,1.577441461300e+00,-1.622305337524e+10,1.672273872567e+12,3.809170698456e+14
MFM_t_8_mxi_854,0,simulation_ok,0,2026-08-17T22:25:02.143708+08:00,2026-08-17T22:26:47.145128+08:00,105.001,4.621015830564e+08,1.371984802157e-01,1.731723559814e+00,-8.748163849572e+09,4.643535467652e+11,2.099967055707e+10
MFM_t_8_mxi_855,0,simulation_ok,0,2026-08-17T22:26:47.185152+08:00,2026-08-17T22:28:32.186322+08:00,105.001,3.288147528888e+08,1.329759040313e-01,1.623464981804e+00,-5.748239810720e+09,2.176863298540e+11,6.073358520646e+12
MFM_t_8_mxi_856,0,simulation_ok,0,2026-08-17T22:28:47.239324+08:00,2026-08-17T22:30:47.240937+08:00,120.002,3.277744931962e+08,1.344771140863e-01,1.652919831876e+00,-5.863401511023e+09,2.499975434962e+11,4.104834600728e+12
MFM_t_8_mxi_857,0,simulation_ok,0,2026-08-17T22:30:47.298588+08:00,2026-08-17T22:33:02.300076+08:00,135.001,1.639344344334e+08,1.005566728029e-01,1.707278138899e+00,-4.142644598805e+09,3.825180186329e+11,2.687245839664e+12
MFM_t_8_mxi_858,0,simulation_ok,0,2026-08-17T22:33:02.333614+08:00,2026-08-17T22:34:47.335131+08:00,105.002,1.866790912142e+08,9.339177950393e-02,1.555010095649e+00,-4.212657716462e+09,1.814822278822e+11,3.456864726916e+13
MFM_t_8_mxi_859,0,simulation_ok,0,2026-08-17T22:34:47.368215+08:00,2026-08-17T22:36:47.369693+08:00,120.001,3.499403347126e+08,1.002427975820e-01,1.691741116253e+00,-8.741072287876e+09,7.740622278711e+11,9.535219957653e+12
MFM_t_8_mxi_860,0,simulation_ok,0,2026-08-17T22:36:47.399521+08:00,2026-08-17T22:37:17.400277+08:00,30.001,1.966426519243e+08,2.477928661197e-02,1.496567268771e+00,-1.487703454101e+10,2.299676336976e+11,3.908583985297e+16
MFM_t_8_mxi_861,0,simulation_ok,0,2026-08-17T22:37:17.429258+08:00,2026-08-17T22:38:17.430223+08:00,60.001,5.552303104971e+08,2.267511276362e-02,1.660311533764e+00,-5.937923536613e+10,9.179364546651e+13,4.608294931211e+16
MFM_t_8_mxi_862,0,simulation_ok,0,2026-08-17T22:38:17.462536+08:00,2026-08-17T22:41:02.464111+08:00,165.002,1.814180603126e+08,1.483272963804e-01,1.591771726103e+00,-2.727379546560e+09,6.766472776962e+10,2.559044712028e+12
MFM_t_8_mxi_863,0,simulation_ok,0,2026-08-17T22:41:02.508573+08:00,2026-08-17T22:43:32.510223+08:00,150.002,3.467027090569e+08,1.133606689813e-01,1.685266398771e+00,-7.609655957536e+09,5.157822764600e+11,5.943617562775e+12
MFM_t_8_mxi_864,0,simulation_ok,0,2026-08-17T22:43:32.537692+08:00,2026-08-17T22:45:17.539126+08:00,105.001,3.512014668960e+08,8.371186130315e-02,1.715699401156e+00,-1.074325822834e+10,1.466659495340e+12,9.476839765205e+12
MFM_t_8_mxi_865,0,simulation_ok,0,2026-08-17T22:45:17.571145+08:00,2026-08-17T22:48:02.572938+08:00,165.002,8.428248084339e+07,8.673153454631e-02,1.623545579750e+00,-2.259226701036e+09,2.012047990679e+11,1.317805557087e+13
MFM_t_8_mxi_866,0,simulation_ok,0,2026-08-17T22:48:02.606567+08:00,2026-08-17T22:49:32.607592+08:00,90.001,3.609152838889e+08,1.061140025347e-01,1.545340370727e+00,-7.049389924839e+09,2.033307255161e+11,3.754070249036e+13
MFM_t_8_mxi_867,0,simulation_ok,0,2026-08-17T22:49:32.636998+08:00,2026-08-17T22:52:32.638936+08:00,180.002,5.116165474818e+08,3.239183150503e-02,1.615997119507e+00,-3.637649913830e+10,2.225802915307e+13,1.182929064016e+16
MFM_t_8_mxi_868,0,simulation_ok,0,2026-08-17T22:52:32.667682+08:00,2026-08-17T22:53:17.668623+08:00,45.001,8.864860285204e+07,2.399116243809e-02,1.590542670270e+00,-8.225356565562e+09,7.726343694071e+12,1.140477237533e+16
MFM_t_8_mxi_869,0,simulation_ok,0,2026-08-17T22:53:17.700193+08:00,2026-08-17T22:54:02.701261+08:00,45.001,3.473356478110e+08,5.394949139691e-02,1.571185672648e+00,-1.392726352274e+10,2.176095467025e+12,8.963966896378e+14
MFM_t_8_mxi_870,0,simulation_ok,0,2026-08-17T22:54:02.725801+08:00,2026-08-17T22:55:47.727808+08:00,105.002,3.935139839854e+08,1.358195986295e-01,1.601954868518e+00,-6.551765942141e+09,2.086814501926e+11,7.940942254929e+12
MFM_t_8_mxi_871,0,simulation_ok,0,2026-08-17T22:55:47.760223+08:00,2026-08-17T22:56:32.761261+08:00,45.001,1.746323058918e+08,3.015736439774e-02,1.706818658103e+00,-1.470837182981e+10,1.507935695029e+13,1.201988158855e+15
MFM_t_8_mxi_872,0,simulation_ok,0,2026-08-17T22:56:32.794435+08:00,2026-08-17T22:58:17.795658+08:00,105.001,2.571940476694e+08,1.298166529026e-01,1.535380258562e+00,-4.032407649637e+09,6.435248958881e+10,1.037990768378e+13
MFM_t_8_mxi_873,0,simulation_ok,0,2026-08-17T22:58:17.821106+08:00,2026-08-17T23:00:47.822826+08:00,150.002,4.689203303666e+08,2.466904559916e-02,1.529470443586e+00,-3.825462472583e+10,1.471114068269e+13,7.912025352165e+16
MFM_t_8_mxi_874,0,simulation_ok,0,2026-08-17T23:00:47.856533+08:00,2026-08-17T23:02:17.857987+08:00,90.001,5.435629682556e+08,1.241682347809e-01,1.667272772752e+00,-1.069437768698e+10,5.664953187147e+11,8.246681539805e+12
MFM_t_8_mxi_875,0,simulation_ok,0,2026-08-17T23:02:17.890601+08:00,2026-08-17T23:04:02.892205+08:00,105.002,4.506987715758e+08,1.253544256072e-01,1.684679173734e+00,-8.940553776313e+09,4.945951291750e+11,4.732755369028e+12
MFM_t_8_mxi_876,0,simulation_ok,0,2026-08-17T23:04:02.924499+08:00,2026-08-17T23:06:02.925904+08:00,120.001,3.114627983082e+08,1.377149713571e-01,1.681933588708e+00,-5.608621878844e+09,2.546759246682e+11,2.164626218849e+12
MFM_t_8_mxi_877,0,simulation_ok,0,2026-08-17T23:06:02.954364+08:00,2026-08-17T23:07:17.955431+08:00,75.001,3.198356260111e+08,9.583456777446e-02,1.537666873578e+00,-6.821634678064e+09,2.095201756978e+11,5.805933184224e+13
MFM_t_8_mxi_878,0,simulation_ok,0,2026-08-17T23:07:17.984231+08:00,2026-08-17T23:08:47.985439+08:00,90.001,5.026695986940e+08,1.044461807833e-01,1.546703792467e+00,-9.998953107177e+09,3.044472615952e+11,5.611242297171e+13
MFM_t_8_mxi_879,0,simulation_ok,0,2026-08-17T23:08:48.019521+08:00,2026-08-17T23:11:03.020954+08:00,135.001,7.368944494574e+07,5.820270839733e-02,1.560275158714e+00,-2.691686281838e+09,3.196393143126e+11,1.402018334312e+14
MFM_t_8_mxi_880,0,simulation_ok,0,2026-08-17T23:11:03.048080+08:00,2026-08-17T23:11:48.048910+08:00,45.001,1.871623070602e+08,3.379098323124e-02,1.522227631945e+00,-1.098787083735e+10,1.821069176251e+12,6.832854410043e+15
MFM_t_8_mxi_881,0,simulation_ok,0,2026-08-17T23:11:48.093914+08:00,2026-08-17T23:13:03.095303+08:00,75.001,1.022015819017e+08,4.653715506269e-02,1.690772190966e+00,-5.493802536481e+09,2.250215075580e+12,1.322939474371e+14
