folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,Ec,Pr,rp,alpha,beta,gamma
MFIS_t_7_nomi_15_var_3_oat_2,1,simulation_ok,0,2026-08-11T17:16:56.465685+00:00,2026-08-11T19:03:56.532282+00:00,6420.067,1.673507006512e+09,3.887452058294e-01,1.590653018268e+00,-9.584386246514e+09,3.431864685073e+10,1.925752522256e+11
MFIS_t_7_nomi_15_var_3_oat_3,1,simulation_ok,0,2026-08-11T19:03:56.646673+00:00,2026-08-11T21:26:41.736401+00:00,8565.090,1.521370005920e+09,3.498706852464e-01,1.590653018268e+00,-9.681198228802e+09,4.279666648052e+10,2.964798914701e+11
MFIS_t_7_nomi_15_var_3_oat_1,0,simulation_ok,0,2026-08-11T17:16:56.465089+00:00,2026-08-11T21:42:26.877867+00:00,15930.413,1.369233005328e+09,3.887452058294e-01,1.590653018268e+00,-7.841770565330e+09,2.807889287787e+10,1.575615700028e+11
MFIS_t_7_nomi_15_var_3_oat_5,0,simulation_ok,0,2026-08-11T21:42:27.038189+00:00,2026-08-12T01:36:42.184320+00:00,14055.146,1.521370005920e+09,3.887452058294e-01,1.570653018268e+00,-8.458920184866e+09,2.531557859399e+10,2.028695858802e+11
MFIS_t_7_nomi_15_var_3_oat_4,1,simulation_ok,0,2026-08-11T21:26:41.866724+00:00,2026-08-12T02:11:27.367075+00:00,17085.500,1.521370005920e+09,4.276197264123e-01,1.590653018268e+00,-7.920980369020e+09,2.344009756897e+10,1.087037094549e+11
MFIS_t_7_nomi_15_var_3_oat_6,0,simulation_ok,0,2026-08-12T01:36:42.343836+00:00,2026-08-12T03:19:12.510756+00:00,6150.167,1.521370005920e+09,3.887452058293e-01,1.610653018268e+00,-8.951807004962e+09,3.682534655087e+10,1.482896808540e+11
