folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_7_nomi_16_var_1,0,simulation_ok,0,2026-07-16T23:37:16.795820+08:00,2026-07-17T00:10:46.805758+08:00,2010.010,-8.113559237896e+09,1.054904671430e+12,4.325150763600e+09
MFIS_t_7_nomi_16_var_2,0,simulation_ok,0,2026-07-17T00:10:46.851011+08:00,2026-07-17T00:50:31.862487+08:00,2385.011,-7.066878957110e+09,1.446047195776e+12,9.311116761476e+09
MFIS_t_7_nomi_16_var_3,0,simulation_ok,0,2026-07-17T00:50:31.901140+08:00,2026-07-17T01:28:31.911710+08:00,2280.011,-7.823896308909e+09,1.711885317943e+12,2.512992508106e+09
MFIS_t_7_nomi_16_var_4,0,simulation_ok,0,2026-07-17T01:28:31.960235+08:00,2026-07-17T02:07:16.971444+08:00,2325.011,-8.209973792533e+09,1.239570984277e+12,1.017720884900e+10
MFIS_t_7_nomi_16_var_5,0,simulation_ok,0,2026-07-17T02:07:17.009362+08:00,2026-07-17T02:37:02.018126+08:00,1785.009,-7.021776366344e+09,1.750768857550e+12,5.428860088975e+09
MFIS_t_7_nomi_16_var_6,0,simulation_ok,0,2026-07-17T02:37:02.055037+08:00,2026-07-17T03:11:17.064128+08:00,2055.009,-7.504397696070e+09,1.278909479937e+12,6.300337786870e+09
MFIS_t_7_nomi_16_var_7,0,simulation_ok,0,2026-07-17T03:11:17.103281+08:00,2026-07-17T04:00:32.116894+08:00,2955.014,-7.280047154098e+09,1.211069789062e+12,3.692904037288e+09
MFIS_t_7_nomi_16_var_8,0,simulation_ok,0,2026-07-17T04:00:32.152912+08:00,2026-07-17T04:34:02.161875+08:00,2010.009,-8.818804734480e+09,1.244930094856e+12,8.196413124421e+09
MFIS_t_7_nomi_16_var_9,0,simulation_ok,0,2026-07-17T04:34:02.199185+08:00,2026-07-17T05:09:47.207441+08:00,2145.008,-8.648665676133e+09,1.123493971923e+12,6.895829766426e+09
MFIS_t_7_nomi_16_var_10,0,simulation_ok,0,2026-07-17T05:09:47.245113+08:00,2026-07-17T05:38:47.252606+08:00,1740.007,-7.945778321593e+09,1.542047649421e+12,7.371946207673e+09
