folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_5_nomi_3.5_gvar10_4_2_t1,0,simulation_ok,0,2026-07-28T07:35:05.968078+00:00,2026-07-28T08:28:36.001529+00:00,3210.033,-7.40E+09,1.40E+12,5.00E+12
MFIS_t_5_nomi_3.5_gvar10_4_2_t2,1,simulation_ok,0,2026-07-28T07:35:05.968908+00:00,2026-07-28T08:29:21.092352+00:00,3255.123,-7.40E+09,1.40E+12,5.00E+13
MFIS_t_5_nomi_3.5_gvar10_4_2_t3,0,simulation_ok,0,2026-07-28T08:28:36.090714+00:00,2026-07-28T09:24:51.212448+00:00,3375.122,-7.40E+09,1.40E+12,5.00E+15
MFIS_t_5_nomi_2.4_1,0,simulation_ok,0,2026-07-28T09:24:51.312967+00:00,2026-07-28T10:13:06.341883+00:00,2895.029,-6.00E+09,7.00E+12,1.50E+12
MFIS_t_5_nomi_2.4_2,0,simulation_ok,0,2026-07-28T10:13:06.447044+00:00,2026-07-28T11:01:21.477102+00:00,2895.03,-6.00E+09,7.00E+12,1.50E+13
MFIS_t_5_nomi_2.4_3,0,simulation_ok,0,2026-07-28T11:01:21.558765+00:00,2026-07-28T11:49:21.588055+00:00,2880.029,-6.00E+09,7.00E+12,1.50E+14
MFIS_t_5_nomi_2.4_4,0,simulation_ok,0,2026-07-28T11:49:21.671105+00:00,2026-07-28T12:37:36.700939+00:00,2895.03,-6.00E+09,7.00E+12,1.50E+15
MFIS_t_5_nomi_2.4_5,0,simulation_ok,0,2026-07-28T12:37:36.783224+00:00,2026-07-28T16:03:51.907980+00:00,12375.125,-6.00E+09,7.00E+12,1.50E+16
