folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_6_nomi_3_var_1,0,simulation_ok,0,2026-07-21T17:51:36.571639+08:00,2026-07-21T19:19:51.595094+08:00,5295.023,-7.828588484480e+09,1.299160230831e+11,2.097549290011e+11
MFIS_t_6_nomi_3_var_2,0,simulation_ok,0,2026-07-21T19:19:51.642292+08:00,2026-07-21T20:54:36.665877+08:00,5685.024,-7.328388946566e+09,1.148199355346e+11,5.739223822754e+10
MFIS_t_6_nomi_3_var_3,0,simulation_ok,0,2026-07-21T20:54:36.713856+08:00,2026-07-21T23:28:21.751400+08:00,9225.038,-6.946054500428e+09,1.446066079854e+11,1.264589600212e+11
MFIS_t_6_nomi_3_var_4,0,simulation_ok,0,2026-07-21T23:28:21.800210+08:00,2026-07-22T01:31:21.830426+08:00,7380.030,-7.544176538686e+09,1.564461859592e+11,6.879720277492e+10
MFIS_t_6_nomi_3_var_5,0,simulation_ok,0,2026-07-22T01:31:21.881384+08:00,2026-07-22T03:05:21.902882+08:00,5640.021,-7.968338470159e+09,1.388975961775e+11,2.343103372962e+11
MFIS_t_6_nomi_3_var_6,0,simulation_ok,0,2026-07-22T03:05:21.951583+08:00,2026-07-22T05:10:36.978603+08:00,7515.027,-8.693780443812e+09,1.482366538772e+11,1.855086957938e+11
MFIS_t_6_nomi_3_var_7,0,simulation_ok,0,2026-07-22T05:10:37.032607+08:00,2026-07-22T07:06:07.055127+08:00,6930.023,-8.266171173132e+09,1.197818223377e+11,2.213187047034e+11
MFIS_t_6_nomi_3_var_8,0,simulation_ok,0,2026-07-22T07:06:07.100181+08:00,2026-07-22T09:51:07.134920+08:00,9900.035,-7.383809145116e+09,1.657931943214e+11,1.194810518397e+11
MFIS_t_6_nomi_3_var_9,0,simulation_ok,0,2026-07-22T09:51:07.194671+08:00,2026-07-22T10:24:52.202014+08:00,2025.007,-6.886764684917e+09,1.973684741296e+11,2.396639507026e+11
MFIS_t_6_nomi_3_var_10,0,simulation_ok,0,2026-07-22T10:24:52.239457+08:00,2026-07-22T12:28:22.266942+08:00,7410.027,-7.273135668291e+09,1.237146951831e+11,2.249249315417e+11
