folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_8_nomi_24_var_1,0,simulation_ok,0,2026-07-15T15:20:39.673459+00:00,2026-07-15T21:20:54.908254+00:00,21615.235,-7.663164434646e+09,3.800665555022e+10,1.303576377144e+11
MFIS_t_8_nomi_24_var_2,1,simulation_ok,0,2026-07-15T15:20:39.674059+00:00,2026-07-15T22:08:25.125062+00:00,24465.451,-8.244509724161e+09,3.596511236411e+10,1.243705450901e+11
MFIS_t_8_nomi_24_var_3,0,simulation_ok,0,2026-07-15T21:20:55.092882+00:00,2026-07-16T04:22:10.557781+00:00,25275.465,-7.062786128529e+09,3.461438535006e+10,4.896313374645e+10
MFIS_t_8_nomi_24_var_4,1,simulation_ok,0,2026-07-15T22:08:25.317312+00:00,2026-07-16T05:18:40.795401+00:00,25815.478,-8.168531732804e+09,4.577999121446e+10,6.777371775298e+10
MFIS_t_8_nomi_24_var_5,0,simulation_ok,0,2026-07-16T04:22:10.758359+00:00,2026-07-16T07:06:11.066352+00:00,9840.308,-8.931259079269e+09,2.588323795067e+10,4.042989205433e+10
MFIS_t_8_nomi_24_var_7,0,simulation_ok,0,2026-07-16T07:06:11.199855+00:00,2026-07-16T12:20:11.404302+00:00,18840.204,-8.491235993618e+09,2.911139884451e+10,7.119529192098e+10
MFIS_t_8_nomi_24_var_6,1,simulation_ok,0,2026-07-16T05:18:40.996372+00:00,2026-07-16T12:44:11.594627+00:00,26730.598,-6.950181903770e+09,3.612594908053e+10,3.510011046848e+10
MFIS_t_8_nomi_24_var_8,0,simulation_ok,0,2026-07-16T12:20:11.578052+00:00,2026-07-16T18:35:42.023081+00:00,22530.445,-8.549281613439e+09,3.218707548375e+10,1.568799651339e+11
MFIS_t_8_nomi_24_var_9,1,simulation_ok,0,2026-07-16T12:44:11.795295+00:00,2026-07-16T19:31:27.250816+00:00,24435.456,-6.860544536401e+09,3.111920059454e+10,1.358031241120e+11
MFIS_t_8_nomi_24_var_10,0,simulation_ok,0,2026-07-16T18:35:42.213817+00:00,2026-07-16T20:42:42.434761+00:00,7620.221,-8.838275233340e+09,2.760199057583e+10,1.011287440718e+11
