folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_5_nomi_8_var_1,0,simulation_ok,0,2026-07-23T13:56:47.348498+08:00,2026-07-23T15:59:32.486123+08:00,7365.138,-7.357561417225e+09,2.838454143659e+10,1.105772186861e+11
MFIS_t_5_nomi_8_var_2,0,simulation_ok,0,2026-07-23T15:59:32.577265+08:00,2026-07-23T17:02:02.660274+08:00,3750.083,-9.508525528929e+09,3.909256054875e+10,1.645735311241e+11
MFIS_t_5_nomi_8_var_3,0,simulation_ok,0,2026-07-23T17:02:02.772553+08:00,2026-07-23T18:44:02.935802+08:00,6120.163,-8.647280464605e+09,4.180978389744e+10,2.485737977000e+11
MFIS_t_5_nomi_8_var_4,0,simulation_ok,0,2026-07-23T18:44:03.001255+08:00,2026-07-23T19:57:33.148510+08:00,4410.147,-9.031869310675e+09,2.708022961273e+10,1.760338722920e+11
MFIS_t_5_nomi_8_var_5,0,simulation_ok,0,2026-07-23T19:57:33.246379+08:00,2026-07-23T21:24:03.387066+08:00,5190.141,-8.973615321602e+09,2.897892881637e+10,1.292919528051e+11
MFIS_t_5_nomi_8_var_6,0,simulation_ok,0,2026-07-23T21:24:03.475620+08:00,2026-07-23T23:14:03.658804+08:00,6600.183,-9.085505799643e+09,4.344675989269e+10,2.185887831835e+11
MFIS_t_5_nomi_8_var_7,0,simulation_ok,0,2026-07-23T23:14:03.740464+08:00,2026-07-24T00:25:03.887045+08:00,4260.147,-8.733120311572e+09,3.470498564576e+10,6.734565755726e+10
MFIS_t_5_nomi_8_var_8,0,simulation_ok,0,2026-07-24T00:25:03.966691+08:00,2026-07-24T02:57:04.243498+08:00,9120.277,-7.416659964447e+09,3.336288568045e+10,1.570885010623e+11
MFIS_t_5_nomi_8_var_9,0,simulation_ok,0,2026-07-24T02:57:04.355198+08:00,2026-07-24T05:11:04.604231+08:00,8040.249,-7.774029965602e+09,4.791693425163e+10,1.478025542600e+11
MFIS_t_5_nomi_8_var_10,0,simulation_ok,0,2026-07-24T05:11:04.690026+08:00,2026-07-24T06:14:34.812130+08:00,3810.122,-9.171599710084e+09,2.925477826615e+10,5.099854800474e+10
