folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_7_nomi_18_var_2,1,simulation_ok,0,2026-07-20T14:06:12.470206+00:00,2026-07-20T18:28:12.626906+00:00,15720.157,-9.165357560006e+09,9.781086123356e+10,1.314870188519e+11
MFIS_t_7_nomi_18_var_1,0,simulation_ok,0,2026-07-20T14:06:12.468529+00:00,2026-07-20T19:05:42.810195+00:00,17970.342,-7.660167114347e+09,1.585261335171e+11,1.992176561203e+11
MFIS_t_7_nomi_18_var_3,1,simulation_ok,0,2026-07-20T18:28:12.787240+00:00,2026-07-21T00:25:13.172071+00:00,21420.385,-8.805177999639e+09,1.387099354200e+11,4.614836307289e+10
MFIS_t_7_nomi_18_var_4,0,simulation_ok,0,2026-07-20T19:05:42.985852+00:00,2026-07-21T00:37:13.366744+00:00,19890.381,-8.872223297144e+09,9.496994789178e+10,1.768012254905e+11
MFIS_t_7_nomi_18_var_6,0,simulation_ok,0,2026-07-21T00:37:13.549445+00:00,2026-07-21T05:40:28.725766+00:00,18195.176,-8.085895827899e+09,1.495538199143e+11,1.467074354849e+11
MFIS_t_7_nomi_18_var_5,1,simulation_ok,0,2026-07-21T00:25:13.358770+00:00,2026-07-21T06:07:43.919282+00:00,20550.561,-8.575538179356e+09,1.313701650463e+11,2.257391261701e+11
MFIS_t_7_nomi_18_var_8,1,simulation_ok,0,2026-07-21T06:07:44.102228+00:00,2026-07-21T11:14:29.281695+00:00,18405.179,-8.396842946136e+09,1.077204405184e+11,7.444700030203e+10
MFIS_t_7_nomi_18_var_7,0,simulation_ok,0,2026-07-21T05:40:28.902841+00:00,2026-07-21T11:22:59.460861+00:00,20550.558,-7.921056789851e+09,1.260071724040e+11,1.717854485059e+11
MFIS_t_7_nomi_18_var_9,1,simulation_ok,0,2026-07-21T11:14:29.455061+00:00,2026-07-21T16:22:14.815421+00:00,18465.360,-8.229817162413e+09,1.124989204660e+11,8.067299321966e+10
MFIS_t_7_nomi_18_var_10,0,simulation_ok,0,2026-07-21T11:22:59.642650+00:00,2026-07-21T16:50:59.951696+00:00,19680.309,-6.835338666673e+09,9.930806545065e+10,1.873213161922e+11
