folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_8_nomi_1_var_1,0,simulation_ok,0,2026-07-14T03:48:25.469692+00:00,2026-07-14T10:10:10.714388+00:00,22905.245,-7.878770726803e+09,1.782934002212e+11,1.164093730634e+11
MFIS_t_8_nomi_1_var_2,1,simulation_ok,0,2026-07-14T03:48:25.470736+00:00,2026-07-14T11:16:25.946093+00:00,26880.475,-8.758174052625e+09,1.624096569886e+11,4.629351562095e+10
MFIS_t_8_nomi_1_var_3,0,simulation_ok,0,2026-07-14T10:10:10.902146+00:00,2026-07-14T15:41:11.321108+00:00,19860.419,-8.064357508010e+09,1.253782910596e+11,7.362419655454e+10
MFIS_t_8_nomi_1_var_4,1,simulation_ok,0,2026-07-14T11:16:26.150567+00:00,2026-07-14T18:10:26.592445+00:00,24840.442,-7.375958261622e+09,1.294659493435e+11,1.031311790635e+11
MFIS_t_8_nomi_1_var_5,0,simulation_ok,0,2026-07-14T15:41:11.496535+00:00,2026-07-14T21:49:26.925770+00:00,22095.429,-9.066965424270e+09,1.574627302923e+11,2.186133834850e+11
MFIS_t_8_nomi_1_var_6,1,simulation_ok,0,2026-07-14T18:10:26.785007+00:00,2026-07-15T01:31:27.256544+00:00,26460.472,-8.963165147493e+09,1.678408255995e+11,1.307313204018e+11
MFIS_t_8_nomi_1_var_7,0,simulation_ok,0,2026-07-14T21:49:27.114078+00:00,2026-07-15T05:48:57.627802+00:00,28770.514,-8.840337846668e+09,1.201804349891e+11,7.854175463119e+10
MFIS_t_8_nomi_1_var_8,1,simulation_ok,0,2026-07-15T01:31:27.461254+00:00,2026-07-15T08:47:42.960405+00:00,26175.499,-8.172077589566e+09,1.395974645749e+11,2.001508071309e+11
MFIS_t_8_nomi_1_var_9,0,simulation_ok,0,2026-07-15T05:48:57.844811+00:00,2026-07-15T12:42:28.311734+00:00,24810.467,-7.672140455516e+09,1.092252872253e+11,1.864918950840e+11
MFIS_t_8_nomi_1_var_10,1,simulation_ok,0,2026-07-15T08:47:43.162023+00:00,2026-07-15T14:19:43.513999+00:00,19920.352,-8.385605357880e+09,1.545936341012e+11,2.408807134309e+11
