folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_5_nomi_3_var_1,0,simulation_ok,0,2026-07-21T11:03:58.559102+08:00,2026-07-21T11:42:28.570730+08:00,2310.012,-7.178397720072e+09,1.019557119008e+12,2.320794032918e+11
MFIS_t_5_nomi_3_var_2,0,simulation_ok,0,2026-07-21T11:42:28.602173+08:00,2026-07-21T12:09:58.609281+08:00,1650.007,-8.404364780939e+09,1.432771361268e+12,1.836845094276e+11
MFIS_t_5_nomi_3_var_3,0,simulation_ok,0,2026-07-21T12:09:58.639228+08:00,2026-07-21T12:48:13.645648+08:00,2295.006,-6.821171504361e+09,1.512761718649e+12,9.500317676753e+10
MFIS_t_5_nomi_3_var_4,0,simulation_ok,0,2026-07-21T12:48:13.675354+08:00,2026-07-21T13:20:13.683763+08:00,1920.008,-7.125029578455e+09,1.238294877445e+12,1.058657639725e+11
MFIS_t_5_nomi_3_var_5,0,simulation_ok,0,2026-07-21T13:20:13.721559+08:00,2026-07-21T13:57:28.729376+08:00,2235.008,-7.843607934883e+09,1.414843992094e+12,2.476567216789e+11
MFIS_t_5_nomi_3_var_6,0,simulation_ok,0,2026-07-21T13:57:28.767730+08:00,2026-07-21T14:44:13.779750+08:00,2805.012,-6.662299587596e+09,1.548778302345e+12,7.846083329141e+10
MFIS_t_5_nomi_3_var_7,0,simulation_ok,0,2026-07-21T14:44:13.817786+08:00,2026-07-21T15:21:13.827219+08:00,2220.009,-7.479904805476e+09,1.346764499792e+12,4.682546407821e+10
MFIS_t_5_nomi_3_var_8,0,simulation_ok,0,2026-07-21T15:21:28.889972+08:00,2026-07-21T15:46:28.896928+08:00,1500.007,-7.696911500080e+09,1.266056700872e+12,1.987632380156e+11
MFIS_t_5_nomi_3_var_9,0,simulation_ok,0,2026-07-21T15:46:28.932178+08:00,2026-07-21T16:06:13.937284+08:00,1185.005,-8.471978327749e+09,1.611191817754e+12,1.936859925292e+11
MFIS_t_5_nomi_3_var_10,0,simulation_ok,0,2026-07-21T16:06:13.971746+08:00,2026-07-21T16:35:43.977884+08:00,1770.006,-6.909840194208e+09,1.729704335629e+12,2.146264691268e+11
