folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_7_nomi_15_var_2,1,simulation_ok,0,2026-07-19T16:23:04.310210+00:00,2026-07-19T20:57:34.478667+00:00,16470.168,-8.157325051222e+09,4.055115092668e+10,1.521920324361e+11
MFIS_t_7_nomi_15_var_1,0,simulation_ok,0,2026-07-19T16:23:04.308909+00:00,2026-07-19T22:43:19.710644+00:00,22815.402,-6.811446333447e+09,3.292650113503e+10,5.215311195483e+10
MFIS_t_7_nomi_15_var_3,1,simulation_ok,0,2026-07-19T20:57:34.643049+00:00,2026-07-19T23:47:49.935120+00:00,10215.292,-8.713078405922e+09,3.119876986430e+10,1.750684111142e+11
MFIS_t_7_nomi_15_var_4,0,simulation_ok,0,2026-07-19T22:43:19.893931+00:00,2026-07-20T00:46:20.128544+00:00,7380.235,-9.071662000624e+09,3.712193212973e+10,1.293435684295e+11
MFIS_t_7_nomi_15_var_5,1,simulation_ok,0,2026-07-19T23:47:50.090716+00:00,2026-07-20T03:03:05.337934+00:00,11715.247,-8.395623929821e+09,4.282694594713e+10,4.634661850529e+10
MFIS_t_7_nomi_15_var_6,0,simulation_ok,0,2026-07-20T00:46:20.251802+00:00,2026-07-20T06:03:35.593408+00:00,19035.342,-8.059048274864e+09,4.369619909133e+10,2.501239058718e+11
MFIS_t_7_nomi_15_var_7,1,simulation_ok,0,2026-07-20T03:03:05.479959+00:00,2026-07-20T08:35:05.861764+00:00,19920.382,-7.371721661159e+09,3.240003782566e+10,2.364980093545e+11
MFIS_t_7_nomi_15_var_8,0,simulation_ok,0,2026-07-20T06:03:35.768062+00:00,2026-07-20T10:22:36.105848+00:00,15540.338,-7.957338695898e+09,4.218963899995e+10,8.822445245728e+10
MFIS_t_7_nomi_15_var_9,1,simulation_ok,0,2026-07-20T08:35:06.039836+00:00,2026-07-20T10:45:21.278661+00:00,7815.239,-8.979865043453e+09,3.343267236475e+10,9.267003988576e+10
MFIS_t_7_nomi_15_var_10,0,simulation_ok,0,2026-07-20T10:22:36.263485+00:00,2026-07-20T13:03:36.432078+00:00,9660.169,-7.172681974655e+09,2.950113680961e+10,1.024926788393e+11
