folder,design,seed,Ec,Pr,Pc0,rp,transition_order,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent
MFM_t_8_mxi_31,maximin,20260712,1.161696712919e+08,1.464433329817e-01,9.346105384037e-02,1.566891522878e+00,second_order,-1.704544102289e+09,3.453394226773e+10,2.095907715079e+12,-88.78338491926316,-97.40754328885647,-98.03655308500431
MFM_t_8_mxi_32,maximin,20260712,5.565932483821e+08,7.922635201743e-02,5.053483176550e-02,1.567757312126e+00,second_order,-1.511634786184e+10,1.056307874999e+12,2.153919419797e+14,-0.5280912561384521,-20.703161592592643,101.77922956833703
MFM_t_8_mxi_33,maximin,20260712,4.521915575050e+08,2.253538268407e-02,1.358312976234e-02,1.659071442176e+00,second_order,-4.859475808068e+10,7.567870897517e+13,3.940140744998e+16,219.7738888659741,5581.186800288642,36811.249167874616
MFM_t_8_mxi_34,maximin,20260712,1.414950168440e+08,2.198557461247e-02,1.329127511809e-02,1.654135846045e+00,second_order,-1.550265862854e+10,2.485622275391e+13,1.492888845679e+16,2.0139956079088916,1765.9520825187342,13885.3867486214
MFM_t_8_mxi_35,maximin,20260712,7.103337154450e+07,8.155940482722e-02,4.965247184867e-02,1.642605127007e+00,second_order,-2.071043081158e+09,2.294013366792e+11,1.231867558646e+13,-86.37166792822943,-82.77888373679787,-88.45986137507202
MFM_t_8_mxi_36,maximin,20260712,5.589623046158e+08,1.159187342569e-01,6.892776854998e-02,1.681742158428e+00,second_order,-1.195575246250e+10,7.657326934583e+11,9.229685955651e+12,-21.326134540989717,-42.516587167837706,-91.35362769762074
MFM_t_8_mxi_37,maximin,20260712,2.364515329718e+08,1.168537387936e-01,7.219288245544e-02,1.618632402796e+00,second_order,-4.675763857830e+09,2.232122923790e+11,8.730572605914e+12,-69.23151279496305,-83.24349415709763,-91.82119721879947
MFM_t_8_mxi_38,maximin,20260712,5.518590398872e+08,1.461125659207e-01,9.361401117887e-02,1.560798048078e+00,second_order,-8.036630598188e+09,1.524082677510e+11,1.049396525253e+13,-47.11560009219219,-88.55873929765471,-90.16925050997513
MFM_t_8_mxi_39,maximin,20260712,4.660658447592e+08,2.145829222030e-02,1.350515575027e-02,1.588896316125e+00,second_order,-4.823611322480e+10,5.590618396871e+13,1.060911714782e+17,217.41385529823586,4096.866975119145,99286.23816712265
MFM_t_8_mxi_40,maximin,20260712,4.348361074024e+08,1.017987809860e-01,5.884181934732e-02,1.730041356899e+00,second_order,-1.107840282246e+10,1.063441046359e+12,5.398184659487e+11,-27.099463133858958,-20.16767572710405,-99.49429791493242
MFM_t_8_mxi_41,maximin,20260712,1.723775025864e+08,6.356097937986e-02,3.673212964900e-02,1.730391893616e+00,second_order,-7.035850564870e+09,1.734027504515e+12,1.861506858148e+12,-53.70115243967365,30.173126674508556,-98.25613987124608
MFM_t_8_mxi_42,maximin,20260712,6.790161057626e+07,1.204761071038e-01,7.138554966732e-02,1.687681998180e+00,second_order,-1.405669065354e+09,8.503890724320e+10,8.134622681613e+11,-90.75010801081535,-93.61614483276203,-99.23794832692502
MFM_t_8_mxi_43,maximin,20260712,4.208727180507e+08,1.498709166893e-01,9.782846117670e-02,1.531976634270e+00,second_order,-5.678948898771e+09,6.295684698300e+10,8.453469662120e+12,-62.630134488659394,-95.2738410457694,-92.08078733157694
MFM_t_8_mxi_44,maximin,20260712,3.815829506794e+08,1.143209757384e-01,7.133299196776e-02,1.602638170428e+00,second_order,-7.554777132963e+09,3.412187461255e+11,1.812165777043e+13,-50.2863979832471,-74.38477132141277,-83.02362609385334
MFM_t_8_mxi_45,maximin,20260712,7.378768829300e+07,5.006813763635e-02,3.238974857278e-02,1.545801984966e+00,second_order,-3.057005962790e+09,3.991203185405e+11,3.272499157273e+14,-79.88361865317161,-70.03811090166403,206.5678096629127
MFM_t_8_mxi_46,maximin,20260712,5.560513964223e+08,5.012514074344e-02,2.980789950421e-02,1.681605935915e+00,second_order,-2.750098068412e+10,9.415435494676e+12,6.089873889365e+14,80.9679868431198,606.8150154209511,470.4995508514489
MFM_t_8_mxi_47,maximin,20260712,5.443920014763e+08,4.364445352263e-02,2.809179723804e-02,1.553636926566e+00,second_order,-2.622678793409e+10,5.076330223528e+12,4.563211977985e+15,72.58326415007868,281.079178679908,4174.818216558906
