folder,design,seed,Ec,Pr,Pc0,rp,transition_order,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent
MFM_t_8_mxi_631,maximin,20260712,5.504746199642e+08,2.186487489673e-02,1.393513183019e-02,1.569046863939e+00,second_order,-5.428104057914e+10,5.049469596312e+13,1.318767575611e+17,193.54540190792937,136.08137696445235,139.26528212057684
MFM_t_8_mxi_632,maximin,20260712,4.069004112382e+08,2.152488703390e-02,1.254651537657e-02,1.715606795023e+00,second_order,-4.840358689130e+10,9.991930887132e+13,9.824077047634e+15,161.7608324416016,367.1597199219993,-82.17608159430678
MFM_t_8_mxi_633,maximin,20260712,3.942577986479e+08,2.070845435576e-02,1.381072186714e-02,1.499447643286e+00,second_order,-3.593613199848e+10,2.643438280514e+12,1.892430538528e+17,94.33832140948513,-87.64094847426963,243.34551066340327
MFM_t_8_mxi_634,maximin,20260712,4.886096076177e+08,3.413535649093e-02,2.257502278213e-02,1.512085140306e+00,second_order,-2.779907760230e+10,2.920969884309e+12,1.796767608755e+16,50.3341004588781,-86.34338559315177,-67.40107075997074
MFM_t_8_mxi_635,maximin,20260712,2.616127319625e+08,2.117830924763e-02,1.376774487207e-02,1.538255498225e+00,second_order,-2.527689250996e+10,1.608613750906e+13,8.978399066033e+16,36.69442390297846,-24.79135836460714,62.8959662987024
MFM_t_8_mxi_636,maximin,20260712,4.859679745957e+08,3.298783470943e-02,2.119543186750e-02,1.556365301526e+00,second_order,-3.111783537023e+10,1.094227162760e+13,1.622269875960e+16,68.28154716269937,-48.84083360261011,-70.56700007448644
MFM_t_8_mxi_637,maximin,20260712,8.179477772394e+07,1.461607277859e-01,9.167531260641e-02,1.594330290570e+00,second_order,-1.252371559377e+09,3.262434524388e+10,1.217020710601e+12,-93.2273237798492,-99.84746912124464,-99.99779194750423
MFM_t_8_mxi_638,maximin,20260712,5.556683092883e+08,4.069735965369e-02,2.678350509139e-02,1.519493416371e+00,second_order,-2.693497190811e+10,2.792602408244e+12,8.132571695000e+15,45.66111979038643,-86.94355101506085,-85.24499618465019
MFM_t_8_mxi_639,maximin,20260712,3.169763379946e+08,2.112106256889e-02,1.334925205542e-02,1.582190708604e+00,second_order,-3.300814113076e+10,3.734005144164e+13,8.216279061534e+16,78.50409555682309,74.57854913522625,49.06874903475775
MFM_t_8_mxi_640,maximin,20260712,5.442131353918e+08,3.059444868184e-02,1.912791985146e-02,1.599465541440e+00,second_order,-4.008917957649e+10,2.473574073647e+13,1.933040456492e+16,116.79750803197217,15.648735415035663,-64.9286592477252
MFM_t_8_mxi_641,maximin,20260712,4.196333421180e+08,2.761830398104e-02,1.761895428425e-02,1.567533664908e+00,second_order,-3.268123933955e+10,1.874702951603e+13,3.159324304468e+16,76.73624960801055,-12.35070421316925,-42.68007228880294
MFM_t_8_mxi_642,maximin,20260712,4.895034813049e+08,2.023746053743e-02,1.170723794974e-02,1.728628103769e+00,second_order,-6.265541025289e+10,1.516183619040e+14,3.334906427664e+15,238.83299561244687,608.8719115673888,-93.94944687739185
MFM_t_8_mxi_643,maximin,20260712,4.333129545435e+08,3.596512076049e-02,2.355382517953e-02,1.526933331905e+00,second_order,-2.412693215719e+10,4.077421073561e+12,1.126809344750e+16,30.47557528971552,-80.93654861862687,-79.55618861475273
MFM_t_8_mxi_644,maximin,20260712,3.466089946606e+08,2.133728749873e-02,1.397469780906e-02,1.526851441818e+00,second_order,-3.252463707646e+10,1.558048295206e+13,1.226900345634e+17,75.88936322248847,-27.155480413625888,122.5977213580983
MFM_t_8_mxi_645,maximin,20260712,4.628266346624e+08,2.275398813950e-02,1.397773491962e-02,1.627873777142e+00,second_order,-4.753893146111e+10,6.294802304020e+13,5.576377393311e+16,157.08487886630226,194.30528638838558,1.1727566628408903
MFM_t_8_mxi_646,maximin,20260712,5.616326285419e+08,2.913734575351e-02,1.889530141726e-02,1.542041860571e+00,second_order,-3.971539905094e+10,1.434686147513e+13,3.820209515605e+16,114.77614747168667,-32.923117021226545,-30.689567713442166
MFM_t_8_mxi_647,maximin,20260712,4.605264831260e+08,2.351254850748e-02,1.388462166041e-02,1.693423780824e+00,second_order,-4.912308071904e+10,7.949840177369e+13,1.692620317390e+16,165.6517693613956,271.6844274280554,-69.29062518270482
MFM_t_8_mxi_648,maximin,20260712,8.743589803968e+07,1.497221834633e-01,9.078150811707e-02,1.649258605290e+00,second_order,-1.399152626193e+09,4.737598113149e+10,6.709080846988e+11,-92.43354925395083,-99.77849976819876,-99.99878276494562
MFM_t_8_mxi_649,maximin,20260712,4.631555572122e+08,2.038487640849e-02,1.350440647290e-02,1.509498136730e+00,second_order,-4.387751697927e+10,1.104065328754e+13,2.275337451264e+17,137.2843854683132,-48.38086296007674,312.8166837465383
MFM_t_8_mxi_650,maximin,20260712,5.088821425054e+08,2.332887746440e-02,1.411102574989e-02,1.653237537646e+00,second_order,-5.249259028456e+10,7.446902410003e+13,4.039194571013e+16,183.873675741416,248.17022690015972,-26.71650058384507
MFM_t_8_mxi_651,maximin,20260712,3.859429644612e+08,2.091176172029e-02,1.299681145042e-02,1.608991697700e+00,second_order,-4.212465171564e+10,5.926749585359e+13,8.474940779594e+16,127.80509891055969,177.09746070299843,53.76167370851957
MFM_t_8_mxi_652,maximin,20260712,2.334327112977e+08,2.008037817803e-02,1.277473607302e-02,1.571882038364e+00,second_order,-2.517451422635e+10,2.859504547480e+13,8.392011745306e+16,36.140774339736836,33.69241226806263,52.257084184796064
MFM_t_8_mxi_653,maximin,20260712,5.303144857237e+08,2.362777458713e-02,1.383889814807e-02,1.707345074320e+00,second_order,-5.703690932853e+10,9.540965576200e+13,1.210391734870e+16,208.44881184653832,346.07542393063653,-78.03974519271087
MFM_t_8_mxi_654,maximin,20260712,2.585449138570e+08,2.542535442832e-02,1.681421067486e-02,1.512134879239e+00,second_order,-1.975097343445e+10,3.751155351577e+12,4.146019625108e+16,6.810911748006121,-82.46196152453962,-24.778363251817925
MFM_t_8_mxi_655,maximin,20260712,3.912738311045e+08,2.739866274625e-02,1.651951495908e-02,1.658563390881e+00,second_order,-3.456570631440e+10,3.634201902444e+13,1.292606979078e+16,86.92722254464856,69.91237850455596,-76.548106031737
MFM_t_8_mxi_656,maximin,20260712,3.120148613348e+08,2.065144335003e-02,1.332542290827e-02,1.549777706282e+00,second_order,-3.155862297742e+10,2.579157668744e+13,1.130315951486e+17,70.66527403912089,20.585158942283456,105.07432091844207
MFM_t_8_mxi_657,maximin,20260712,7.817535322244e+07,1.041884468146e-01,6.766382162137e-02,1.539795481810e+00,second_order,-1.539694324541e+09,4.172102552714e+10,9.223006845395e+12,-91.67351648954136,-99.8049387768963,-99.98326660910023
MFM_t_8_mxi_658,maximin,20260712,2.000288860132e+08,5.841675218831e-02,3.561730046838e-02,1.640122957667e+00,second_order,-8.119311531578e+09,1.733002916972e+12,1.893824169296e+14,-56.09173034776573,-91.89757048500738,-99.65640164155278
MFM_t_8_mxi_659,maximin,20260712,2.250688078738e+08,2.020007802515e-02,1.248695222839e-02,1.617694827023e+00,second_order,-2.571605357262e+10,4.086164486544e+13,5.431100228888e+16,39.069354620323324,91.04330070451752,-1.4630210415997102
