folder,design,seed,Ec,Pr,Pc0,rp,transition_order,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent
MFM_t_8_mxi_131,maximin,20260712,2.422265199051e+08,6.787410344974e-02,4.497297750990e-02,1.509219696090e+00,second_order,-6.887707769855e+09,1.534191925105e+11,2.912304804119e+14,-54.675994162123864,-88.48284936140274,172.82479290645045
MFM_t_8_mxi_132,maximin,20260712,1.536118007869e+08,1.264909298691e-01,7.800463367830e-02,1.621582256135e+00,second_order,-2.816523724354e+09,1.166667366591e+11,3.710415824098e+12,-81.46609264059634,-91.24184948030899,-96.52408145131436
MFM_t_8_mxi_133,maximin,20260712,5.504746199642e+08,2.186487489673e-02,1.393513183019e-02,1.569046863939e+00,second_order,-5.428104057914e+10,5.049469596312e+13,1.318767575611e+17,257.19201253898814,3690.627563221075,123442.18219155584
MFM_t_8_mxi_134,maximin,20260712,2.534706502202e+08,7.028907904792e-02,4.117260931864e-02,1.707180579787e+00,second_order,-9.162604757979e+09,1.731067076634e+12,2.499779957451e+13,-39.706217885963746,29.95088789654179,-76.5820545899358
MFM_t_8_mxi_135,maximin,20260712,3.699942172456e+08,2.587891593655e-02,1.636636980814e-02,1.581225173324e+00,second_order,-3.140087070380e+10,2.346126146720e+13,3.497802610228e+16,106.63089879078692,1661.232594616652,32667.42432362869
MFM_t_8_mxi_136,maximin,20260712,4.825142122482e+08,1.030519841166e-01,6.183119346287e-02,1.666666585992e+00,second_order,-1.143125116714e+10,8.770812648553e+11,1.877047074036e+13,-24.777573040879897,-34.15767033881005,-82.4158179279436
MFM_t_8_mxi_137,maximin,20260712,4.809632205774e+08,4.444425559039e-02,2.806117161907e-02,1.583834637902e+00,second_order,-2.385890795962e+10,6.182503368390e+12,2.984962156794e+15,57.0016208265949,364.1193937486621,2696.3133567239024
MFM_t_8_mxi_138,maximin,20260712,5.433247915747e+08,7.430957942533e-02,4.584874773801e-02,1.620754831734e+00,second_order,-1.694015582346e+10,2.023862817268e+12,1.890544773616e+14,11.473330038390417,51.93101043558226,77.10628558269612
MFM_t_8_mxi_139,maximin,20260712,1.092467105947e+08,7.379000984788e-02,4.398090006835e-02,1.677773982188e+00,second_order,-3.656155112685e+09,5.699239810337e+11,1.865033721794e+13,-75.94096596304867,-57.21591129046693,-82.52835904427525
MFM_t_8_mxi_140,maximin,20260712,1.255390325370e+08,1.010915485086e-01,5.956833394853e-02,1.697068590100e+00,second_order,-3.125456463395e+09,2.768059866405e+11,2.840314596836e+12,-79.4331856509753,-79.22022536009639,-97.33919251661104
MFM_t_8_mxi_141,maximin,20260712,4.414942900830e+08,2.519980091334e-02,1.481598908790e-02,1.700851746302e+00,second_order,-4.425239148233e+10,6.381623115865e+13,9.242533633150e+15,191.19929545549365,4690.672766651497,8558.408010139095
MFM_t_8_mxi_142,maximin,20260712,4.841894077889e+08,1.346230315930e-01,8.745324099837e-02,1.539371555086e+00,second_order,-7.374679179317e+09,1.187199750248e+11,1.590188964596e+13,-51.47151805151804,-91.08771325284127,-85.10310547390426
MFM_t_8_mxi_143,maximin,20260712,4.063714647837e+08,1.473596692385e-01,9.315115007872e-02,1.581941490942e+00,second_order,-6.063111106060e+09,1.405974939962e+11,6.383513885087e+12,-60.10218604664461,-89.44537191686311,-94.01992246398413
MFM_t_8_mxi_144,maximin,20260712,5.122595542701e+08,1.025429236545e-01,6.836780667536e-02,1.499871483978e+00,second_order,-9.438768934348e+09,3.118949737557e+10,8.240132521454e+13,-37.88894178189578,-97.65861015340705,-22.80641622718229
