folder,design,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_8_nomi_29_var_1,LHS,-6.364757683776e+09,4.065466703586e+12,2.433090580686e+11,1.8361229404159962,-18.690665928280005,62.2060387124,0.03956538443389328,96930162.06209154
MFIS_t_8_nomi_29_var_2,LHS,-5.995855124939e+09,3.969295499983e+12,9.125861083083e+10,-4.066318000975999,-20.614090000340003,-39.160926112780004,0.03886523592931262,89694451.8089269
