folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_6_nomi_1_var_1,0,simulation_ok,0,2026-07-18T17:58:37.219179+08:00,2026-07-18T18:51:52.234083+08:00,3195.015,-5.255633082283e+09,5.335280791297e+12,1.509830209371e+11
MFIS_t_6_nomi_1_var_2,0,simulation_ok,0,2026-07-18T18:51:52.274431+08:00,2026-07-18T19:37:52.286696+08:00,2760.012,-5.629388472257e+09,7.794361120192e+12,2.312401217264e+11
MFIS_t_6_nomi_1_var_3,0,simulation_ok,0,2026-07-18T19:37:52.321611+08:00,2026-07-18T20:39:37.336160+08:00,3705.015,-5.676383582656e+09,4.393552224234e+12,1.133106797867e+11
MFIS_t_6_nomi_1_var_4,0,simulation_ok,0,2026-07-18T20:39:37.369790+08:00,2026-07-18T21:17:22.380298+08:00,2265.011,-5.594527441375e+09,6.355999755272e+12,1.263766902207e+11
MFIS_t_6_nomi_1_var_5,0,simulation_ok,0,2026-07-18T21:17:22.417753+08:00,2026-07-18T21:40:22.423742+08:00,1380.006,-6.532365239620e+09,5.613771556003e+12,9.105047867509e+10
MFIS_t_6_nomi_1_var_6,0,simulation_ok,0,2026-07-18T21:40:22.455128+08:00,2026-07-18T22:04:22.463342+08:00,1440.008,-6.474244095316e+09,5.855553651468e+12,1.622176838884e+11
MFIS_t_6_nomi_1_var_7,0,simulation_ok,0,2026-07-18T22:04:22.498396+08:00,2026-07-18T22:29:22.506206+08:00,1500.008,-6.727397934645e+09,6.662690854610e+12,2.398132290921e+11
MFIS_t_6_nomi_1_var_8,0,simulation_ok,0,2026-07-18T22:29:22.542888+08:00,2026-07-18T22:59:52.549981+08:00,1830.007,-6.412030236810e+09,4.331924027054e+12,8.447825569351e+10
MFIS_t_6_nomi_1_var_9,0,simulation_ok,0,2026-07-18T22:59:52.585953+08:00,2026-07-18T23:40:52.596331+08:00,2460.010,-6.210872787476e+09,5.945285857426e+12,5.651356149897e+10
MFIS_t_6_nomi_1_var_10,0,simulation_ok,0,2026-07-18T23:40:52.634418+08:00,2026-07-19T00:04:52.640795+08:00,1440.006,-6.772772594740e+09,7.243570925193e+12,1.852084467759e+11
