folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_6_nomi_2_var_1,LHS,20260718,-7.606024590696e+09,1.634075698500e+12,9.484518640167e+10,-1.2204598610909057,8.938379899999994,-36.76987573222,0.06821566781837626,199723451.9907679
MFIS_t_6_nomi_2_var_2,LHS,20260718,-6.746638083631e+09,1.276084383917e+12,1.085262686430e+11,-12.381323589207794,-14.927707738866669,-27.649154237999994,0.07269531751290083,188802177.9512587
MFIS_t_6_nomi_2_var_3,LHS,20260718,-8.569436203549e+09,1.568407064656e+12,8.048766220060e+10,11.291379266870116,4.560470977066666,-46.34155853293333,0.07390705030079513,243796126.81112042
MFIS_t_6_nomi_2_var_4,LHS,20260718,-8.766952191603e+09,1.550932829008e+12,8.232058155968e+10,13.856521968870128,3.3955219338666742,-45.11961229354667,0.0751731419241008,253689716.57773462
MFIS_t_6_nomi_2_var_5,LHS,20260718,-7.999175353178e+09,1.441077865606e+12,2.342515441727e+11,3.885394197116887,-3.9281422929333343,56.167696115133346,0.07447031942747163,229354328.44295835
MFIS_t_6_nomi_2_var_6,LHS,20260718,-7.984551551890e+09,1.150452666478e+12,5.652524817477e+10,3.695474699870127,-23.303155568133338,-62.31650121682,0.08329460586959074,256014670.52965888
MFIS_t_6_nomi_2_var_7,LHS,20260718,-8.448385245792e+09,1.869569181095e+12,2.200807176759e+11,9.7192889063896,24.63794540633333,46.72047845059999,0.06720485751652501,218574461.0050805
MFIS_t_6_nomi_2_var_8,LHS,20260718,-7.756662200399e+09,1.844106980312e+12,7.220640800818e+10,0.7358727324545455,22.940465354133345,-51.862394661213344,0.06484979824993994,193622336.1072384
MFIS_t_6_nomi_2_var_9,LHS,20260718,-6.690059311254e+09,1.237112519466e+12,1.504508701872e+11,-13.116112840857141,-17.525832035599997,0.3005801248000095,0.07351360375568657,189339349.30902705
MFIS_t_6_nomi_2_var_10,LHS,20260718,-7.201185911591e+09,1.099288751954e+12,2.429066538167e+11,-6.478105044272731,-26.714083203066664,61.93776921113334,0.0808783864171043,224281563.46362898
