folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_5_nomi_5_var_1,LHS,8659978,-9.521550069350e+09,1.764444467680e+11,1.105772186861e+11,-13.440453914999996,-23.28502314434783,-26.281854209266665,0.2285877666488863,846655419.2848105
MFIS_t_5_nomi_5_var_2,LHS,8659978,-1.230515068450e+10,2.430078088166e+11,1.645735311241e+11,11.865006222727281,5.6555690506956635,9.715687416066675,0.22138233327106457,1059830767.1671326
MFIS_t_5_nomi_5_var_3,LHS,8659978,-1.119059824831e+10,2.598986566598e+11,2.485737977000e+11,1.7327113482727308,12.99941593904348,65.71586513333334,0.20351149589806466,887804557.7668779
MFIS_t_5_nomi_5_var_4,LHS,8659978,-1.168830146087e+10,1.683365624575e+11,1.760338722920e+11,6.257286007909091,-26.81019023586957,17.355914861333343,0.25497847827428194,1171785900.6486726
MFIS_t_5_nomi_5_var_5,LHS,8659978,-1.161291394560e+10,1.801392872369e+11,1.292919528051e+11,5.571944959999997,-21.67857076656522,-13.805364796599996,0.24845765688755553,1126411870.0111797
MFIS_t_5_nomi_5_var_6,LHS,8659978,-1.175771338777e+10,2.700744533870e+11,2.185887831835e+11,6.888303525181816,17.42367538565217,45.725855455666675,0.20518411198508887,938843727.218743
MFIS_t_5_nomi_5_var_7,LHS,8659978,-1.130168510909e+10,2.157336945547e+11,6.734565755726e+10,2.742591900818181,-6.202741497956521,-55.102894961826664,0.22706255458098448,992960215.4749126
MFIS_t_5_nomi_5_var_8,LHS,8659978,-9.598030542225e+09,2.073909109866e+11,1.570885010623e+11,-12.745176888863629,-9.83003870147826,4.72566737486666,0.21157085614332224,790208424.6521115
MFIS_t_5_nomi_5_var_9,LHS,8659978,-1.006050936725e+10,2.978620237263e+11,1.478025542600e+11,-8.540823934090913,29.505227707086945,-1.4649638266666654,0.18228514487817646,709691497.2849241
MFIS_t_5_nomi_5_var_10,LHS,8659978,-1.186912903658e+10,1.818540270598e+11,5.099854800474e+10,7.9011730598181895,-20.933031713130447,-66.00096799684,0.253208526040585,1163602500.578651
