folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_5_nomi_3.5_gvar_1,gamma-sweep,80093689,-7.400000000000e+09,1.400000000000e+12,2.958579881657e+09,0.0,0.0,-40.82840236686,0.07270251195668823,207076524.26198688
MFIS_t_5_nomi_3.5_gvar_2,gamma-sweep,80093689,-7.400000000000e+09,1.400000000000e+12,3.846153846154e+09,0.0,0.0,-23.076923076920007,0.07270239014689323,207076408.61005825
MFIS_t_5_nomi_3.5_gvar_3,gamma-sweep,80093689,-7.400000000000e+09,1.400000000000e+12,6.500000000000e+09,0.0,0.0,30.000000000000004,0.07270202594385451,207076062.81400236
MFIS_t_5_nomi_3.5_gvar_4,gamma-sweep,80093689,-7.400000000000e+09,1.400000000000e+12,8.450000000000e+09,0.0,0.0,69.0,0.0727017583419599,207075808.73214117
