folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_5_nomi_2.5_var_1,LHS,8659098,-6.191530949444e+09,6.614720704849e+12,1.556793984548e+11,14.657980545259264,-5.5039899307285705,3.786265636533326,0.030594156560667166,72910123.77427639
MFIS_t_5_nomi_2.5_var_2,LHS,8659098,-5.131132239192e+09,7.890322070554e+12,7.078561545568e+10,-4.979032607555545,12.718886722200008,-52.809589696213344,0.025501044638787232,50363990.926942945
MFIS_t_5_nomi_2.5_var_3,LHS,8659098,-5.209380571177e+09,8.828346341528e+12,1.876501964422e+11,-3.52998942264815,26.119233450399992,25.100130961466682,0.024291293325570427,48706469.80181257
MFIS_t_5_nomi_2.5_var_4,LHS,8659098,-4.848917461392e+09,7.668195323683e+12,1.267556117675e+11,-10.205232196444436,9.545647481185714,-15.496258821666665,0.025146268170174478,46931881.02641648
MFIS_t_5_nomi_2.5_var_5,LHS,8659098,-5.608497535494e+09,8.944141884364e+12,2.441894300845e+11,3.8610654721111137,27.77345549091428,62.792953389666664,0.025040915880040916,54056426.75240343
MFIS_t_5_nomi_2.5_var_6,LHS,8659098,-6.111080948492e+09,6.978081792491e+12,1.727983077920e+11,13.168165712814805,-0.3131172501285695,15.19887186133333,0.0295928151574221,69607425.4326063
MFIS_t_5_nomi_2.5_var_7,LHS,8659098,-5.729363368176e+09,6.158463365925e+12,1.230629775248e+11,6.099321632888888,-12.021951915357143,-17.958014983466665,0.030500921854217863,67262055.84902608
MFIS_t_5_nomi_2.5_var_8,LHS,8659098,-4.987339385273e+09,8.274135830402e+12,9.966852697130e+10,-7.641863235685187,18.201940434314288,-33.554315352466666,0.024551134280739042,47129154.54906194
MFIS_t_5_nomi_2.5_var_9,LHS,8659098,-6.038999827107e+09,8.447784898257e+12,7.623514739167e+10,11.83333013161112,20.68264140367142,-49.17656840555333,0.0267368158098307,62147512.282415204
MFIS_t_5_nomi_2.5_var_10,LHS,8659098,-5.386439195830e+09,5.644882331080e+12,2.069323871039e+11,-0.2511260031481499,-19.35882384171429,37.95492473593334,0.030889852799638743,64042868.75531417
