folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_7_nomi_18_var_1,LHS,4093189,-7.660167114347e+09,1.585261335171e+11,1.992176561203e+11,-4.247911070662502,21.943179628538466,32.81177074686666,0.2137684199666158,641820660.6537126
MFIS_t_7_nomi_18_var_2,LHS,4093189,-9.165357560006e+09,9.781086123356e+10,1.314870188519e+11,14.566969500075011,-24.760875974184614,-12.34198743206667,0.2901362665395037,1058978649.7011908
MFIS_t_7_nomi_18_var_3,LHS,4093189,-8.805177999639e+09,1.387099354200e+11,4.614836307289e+10,10.064724995487495,6.699950323076931,-69.23442461807333,0.24938372482503668,850926802.4489732
MFIS_t_7_nomi_18_var_4,LHS,4093189,-8.872223297144e+09,9.496994789178e+10,1.768012254905e+11,10.902791214299977,-26.946193929399996,17.867483660333328,0.2848842712970186,1016631227.6429303
MFIS_t_7_nomi_18_var_5,LHS,4093189,-8.575538179356e+09,1.313701650463e+11,2.257391261701e+11,7.194227241950002,1.0539731125384533,50.49275078006667,0.24340523399423067,828657674.9190351
MFIS_t_7_nomi_18_var_6,LHS,4093189,-8.085895827899e+09,1.495538199143e+11,1.467074354849e+11,1.0736978487374982,15.041399934076916,-2.1950430100666662,0.22686611332224996,717498340.8316116
MFIS_t_7_nomi_18_var_7,LHS,4093189,-7.921056789851e+09,1.260071724040e+11,1.717854485059e+11,-0.9867901268625023,-3.071405843076924,14.523632337266656,0.24132568299651813,754088083.7508657
MFIS_t_7_nomi_18_var_8,LHS,4093189,-8.396842946136e+09,1.077204405184e+11,7.444700030203e+10,4.9605368266999905,-17.138122678153856,-50.368666465313325,0.2723056889882305,894531566.453833
MFIS_t_7_nomi_18_var_9,LHS,4093189,-8.229817162413e+09,1.124989204660e+11,8.067299321966e+10,2.8727145301625123,-13.462368872307696,-46.218004520226664,0.26395745828838857,849528431.3897425
MFIS_t_7_nomi_18_var_10,LHS,4093189,-6.835338666673e+09,9.930806545065e+10,1.873213161922e+11,-14.558266666587494,-23.609180422576927,24.880877461466678,0.248311290577954,676490407.4697766
