folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,alpha,beta,gamma
MFIS_t_5_nomi_5_var_1,0,simulation_ok,0,2026-07-22T13:58:56.687310+08:00,2026-07-22T15:42:11.717773+08:00,6195.030,-9.521550069350e+09,1.764444467680e+11,1.105772186861e+11
MFIS_t_5_nomi_5_var_2,0,simulation_ok,0,2026-07-22T15:42:11.804146+08:00,2026-07-22T17:03:11.904511+08:00,4860.100,-1.230515068450e+10,2.430078088166e+11,1.645735311241e+11
MFIS_t_5_nomi_5_var_3,0,simulation_ok,0,2026-07-22T17:03:27.025374+08:00,2026-07-22T19:16:42.424900+08:00,7995.400,-1.119059824831e+10,2.598986566598e+11,2.485737977000e+11
MFIS_t_5_nomi_5_var_4,0,simulation_ok,0,2026-07-22T19:16:42.563714+08:00,2026-07-22T21:02:42.937877+08:00,6360.374,-1.168830146087e+10,1.683365624575e+11,1.760338722920e+11
MFIS_t_5_nomi_5_var_5,0,simulation_ok,0,2026-07-22T21:02:43.036215+08:00,2026-07-22T23:05:58.515238+08:00,7395.479,-1.161291394560e+10,1.801392872369e+11,1.292919528051e+11
MFIS_t_5_nomi_5_var_6,0,simulation_ok,0,2026-07-22T23:05:58.645318+08:00,2026-07-23T00:38:43.996946+08:00,5565.352,-1.175771338777e+10,2.700744533870e+11,2.185887831835e+11
MFIS_t_5_nomi_5_var_7,0,simulation_ok,0,2026-07-23T00:38:44.090769+08:00,2026-07-23T03:36:44.691395+08:00,10680.601,-1.130168510909e+10,2.157336945547e+11,6.734565755726e+10
MFIS_t_5_nomi_5_var_8,0,simulation_ok,0,2026-07-23T03:36:44.766038+08:00,2026-07-23T05:05:30.001563+08:00,5325.236,-9.598030542225e+09,2.073909109866e+11,1.570885010623e+11
MFIS_t_5_nomi_5_var_9,0,simulation_ok,0,2026-07-23T05:05:30.088447+08:00,2026-07-23T05:35:30.108144+08:00,1800.020,-1.006050936725e+10,2.978620237263e+11,1.478025542600e+11
MFIS_t_5_nomi_5_var_10,0,simulation_ok,0,2026-07-23T05:35:30.159193+08:00,2026-07-23T06:51:30.213926+08:00,4560.055,-1.186912903658e+10,1.818540270598e+11,5.099854800474e+10
