folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_5_nomi_2.4_1,gamma-sweep,80093689,-6.000000000000e+09,7.000000000000e+12,1.500000000000e+12,0.0,0.0,-99.0,0.029274314348028727,67610270.87671086
MFIS_t_5_nomi_2.4_2,gamma-sweep,80093689,-6.000000000000e+09,7.000000000000e+12,1.500000000000e+13,0.0,0.0,-90.0,0.02925020119595712,67591669.07385741
MFIS_t_5_nomi_2.4_3,gamma-sweep,80093689,-6.000000000000e+09,7.000000000000e+12,1.500000000000e+14,0.0,0.0,0.0,0.029016417524538186,67407955.53442518
MFIS_t_5_nomi_2.4_4,gamma-sweep,80093689,-6.000000000000e+09,7.000000000000e+12,1.500000000000e+15,0.0,0.0,900.0,0.027200149860450443,65766126.23090676
MFIS_t_5_nomi_2.4_5,gamma-sweep,80093689,-6.000000000000e+09,7.000000000000e+12,1.500000000000e+16,0.0,0.0,9900.0,0.020995037839258338,57090668.50770958
