folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_6_nomi_5_var_1,LHS,76250098,-1.055168198884e+10,2.901553359785e+11,9.572071351329e+10,-12.06931675966667,11.598206145576917,-36.18619099114,0.18957722194586205,772953389.9171833
MFIS_t_6_nomi_5_var_2,LHS,76250098,-1.096980166925e+10,2.827004998495e+11,1.854619733839e+11,-8.584986089583335,8.730961480576926,23.641315589266654,0.1945844586646246,828263165.0075884
MFIS_t_6_nomi_5_var_3,LHS,76250098,-1.323811155521e+10,3.260187602201e+11,1.724827568160e+11,10.317596293416663,25.391830853884613,14.988504544000003,0.19942075863893416,1023130202.0001075
MFIS_t_6_nomi_5_var_4,LHS,76250098,-1.074964041431e+10,2.433146913456e+11,2.532041084128e+11,-10.419663214083341,-6.417426405538462,68.80273894186666,0.2057097945522304,863210110.9479871
MFIS_t_6_nomi_5_var_5,LHS,76250098,-1.361191164587e+10,3.103716766900e+11,2.074715228692e+11,13.432597048916683,19.373721803846156,38.314348579466674,0.20649783592832288,1091944859.262286
MFIS_t_6_nomi_5_var_6,LHS,76250098,-1.189217874685e+10,2.962433900954e+11,1.504153774673e+11,-0.8985104429166668,13.939765421307705,0.27691831153333624,0.19838548197761632,914026122.9200057
MFIS_t_6_nomi_5_var_7,LHS,76250098,-1.256413596399e+10,2.222924473090e+11,1.899472291754e+11,4.701133033249993,-14.502904881153844,26.631486116933335,0.23243621802504194,1140741990.7193372
MFIS_t_6_nomi_5_var_8,LHS,76250098,-1.244400994276e+10,3.355910981506e+11,2.008168254543e+11,3.700082856333342,29.073499288692297,33.87788363619999,0.19050639278941547,918964294.1351664
MFIS_t_6_nomi_5_var_9,LHS,76250098,-1.253178043932e+10,2.179731236796e+11,7.575775555699e+10,4.4315036610000025,-16.164183200153847,-49.49482962867333,0.2374600149758633,1152754428.2982693
MFIS_t_6_nomi_5_var_10,LHS,76250098,-1.110415039584e+10,2.860878631627e+11,1.290216137713e+11,-7.465413367999996,10.033793524115397,-13.985590819133332,0.19533856553587917,839600539.4154918
