folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_5_nomi_4_var_1,LHS,80093689,-8.640277293744e+09,1.558641428246e+11,1.193574933918e+11,13.687859128210512,19.89549448046155,-20.428337738799996,0.23078616909645966,777625313.3976141
MFIS_t_5_nomi_4_var_2,LHS,80093689,-8.514486824520e+09,9.231482472385e+10,1.523701631309e+11,12.032721375263167,-28.988596366269228,1.5801087539333292,0.28516407490432183,972358027.3557531
MFIS_t_5_nomi_4_var_3,LHS,80093689,-6.477155668022e+09,1.235179805938e+11,1.107149919535e+11,-14.774267526026307,-4.986168773999999,-26.190005364333334,0.2240128985020876,566566313.8754845
MFIS_t_5_nomi_4_var_4,LHS,80093689,-7.988460034309e+09,1.317077842201e+11,1.921512393720e+11,5.111316240907904,1.3136801693077071,28.10082624800001,0.2367843078652777,746708590.6538733
MFIS_t_5_nomi_4_var_5,LHS,80093689,-6.683498105040e+09,1.641360765557e+11,1.477639237042e+11,-12.059235459999995,26.25852042746155,-1.4907175305333253,0.1983101480306665,516007312.54132324
MFIS_t_5_nomi_4_var_6,LHS,80093689,-7.847552335691e+09,1.109969995319e+11,1.714956603282e+11,3.257267574881584,-14.617692667769234,14.33044021880001,0.25359516632016127,789522960.8255535
MFIS_t_5_nomi_4_var_7,LHS,80093689,-8.321933233130e+09,1.330066742793e+11,2.549249968034e+11,9.499121488552632,2.3128263686923,69.94999786893332,0.23760980056817568,786390384.3658795
MFIS_t_5_nomi_4_var_8,LHS,80093689,-8.342949972730e+09,1.388063089091e+11,8.799889687126e+10,9.775657535921045,6.774083776230766,-41.33406875249334,0.24077832510482416,782396296.4533805
MFIS_t_5_nomi_4_var_9,LHS,80093689,-6.569282933327e+09,1.181711100225e+11,2.173120587012e+11,-13.562066666750006,-9.099146136538462,44.874705800800015,0.22547373035413212,586665613.6029098
MFIS_t_5_nomi_4_var_10,LHS,80093689,-7.375099895404e+09,1.140231599378e+11,1.783140143622e+11,-2.95921190257894,-12.289876970923075,18.8760095748,0.24331053770522673,710549546.1705352
