folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_5_nomi_8_var_1,LHS,8659978,-7.357561417225e+09,2.838454143659e+10,1.105772186861e+11,-13.440453914999996,-23.285023144351346,-26.281854209266665,0.3997108077532124,1287996817.2270763
MFIS_t_5_nomi_8_var_2,LHS,8659978,-9.508525528929e+09,3.909256054875e+10,1.645735311241e+11,11.86500622269413,5.6555690506756795,9.715687416066675,0.38644610072708635,1610589509.4558117
MFIS_t_5_nomi_8_var_3,LHS,8659978,-8.647280464605e+09,4.180978389744e+10,2.485737977000e+11,1.7327113482941137,12.999415939027026,65.71586513333334,0.347128944137998,1329629178.100046
MFIS_t_5_nomi_8_var_4,LHS,8659978,-9.031869310675e+09,2.708022961273e+10,1.760338722920e+11,6.257286007941176,-26.810190235864862,17.355914861333343,0.40286162869394565,1664302640.3448646
MFIS_t_5_nomi_8_var_5,LHS,8659978,-8.973615321602e+09,2.897892881637e+10,1.292919528051e+11,5.571944960023512,-21.678570766567574,-13.805364796599996,0.4174057281693636,1670301282.9566514
MFIS_t_5_nomi_8_var_6,LHS,8659978,-9.085505799643e+09,4.344675989269e+10,2.185887831835e+11,6.88830352521177,17.423675385648664,45.725855455666675,0.35696706013711765,1423762304.1257858
MFIS_t_5_nomi_8_var_7,LHS,8659978,-8.733120311572e+09,3.470498564576e+10,6.734565755726e+10,2.742591900847069,-6.20274149794594,-55.102894961826664,0.43026815224791687,1580776640.4555345
MFIS_t_5_nomi_8_var_8,LHS,8659978,-7.416659964447e+09,3.336288568045e+10,1.570885010623e+11,-12.745176888858833,-9.830038701486487,4.72566737486666,0.36831428381721804,1198832390.5178745
MFIS_t_5_nomi_8_var_9,LHS,8659978,-7.774029965602e+09,4.791693425163e+10,1.478025542600e+11,-8.54082393409411,29.505227707108105,-1.4649638266666654,0.3445950504366415,1128423547.8182306
MFIS_t_5_nomi_8_var_10,LHS,8659978,-9.171599710084e+09,2.925477826615e+10,5.099854800474e+10,7.90117305981175,-20.933031713108107,-66.00096799684,0.4744924990478716,1841666344.7733543
