folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_6_nomi_1.5_gvar10_1,gamma-sweep,80093689,-6.100000000000e+09,6.000000000000e+12,1.000000000000e+08,0.0,0.0,-99.0,0.03188521052761962,74863002.2384061
MFIS_t_6_nomi_1.5_gvar10_2,gamma-sweep,80093689,-6.100000000000e+09,6.000000000000e+12,1.000000000000e+09,0.0,0.0,-90.0,0.031885208085080864,74863000.33563836
MFIS_t_6_nomi_1.5_gvar10_3,gamma-sweep,80093689,-6.100000000000e+09,6.000000000000e+12,1.000000000000e+11,0.0,0.0,900.0,0.03188494065229525,74862791.03364815
MFIS_t_6_nomi_1.5_gvar10_4,gamma-sweep,80093689,-6.100000000000e+09,6.000000000000e+12,1.000000000000e+12,0.0,0.0,9900.0,0.031882510197652536,74860888.5119144
