folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_6_nomi_1_var_5_1,parameter-sweep,80093689,-6.532365239620e+05,5.613771556003e+08,9.105047867509e+06,-99.99,-99.99,-99.99,0.034111731420878255,8576.795761767795
MFIS_t_6_nomi_1_var_5_2,parameter-sweep,80093689,-6.532365239620e+06,5.613771556003e+09,9.105047867509e+07,-99.9,-99.9,-99.9,0.03411173142095501,85767.95761767792
MFIS_t_6_nomi_1_var_5_3,parameter-sweep,80093689,-6.532365239620e+07,5.613771556003e+10,9.105047867509e+08,-99.0,-99.0,-99.0,0.034111731420939664,857679.5761767793
MFIS_t_6_nomi_1_var_5_4,parameter-sweep,80093689,-6.532365239620e+08,5.613771556003e+11,9.105047867509e+09,-90.0,-90.0,-90.0,0.034111731420927376,8576795.761767793
MFIS_t_6_nomi_1_var_5_5,parameter-sweep,80093689,-6.532365239620e+10,5.613771556003e+13,9.105047867509e+11,900.0,900.0,900.0,0.03411173142091166,857679576.1767792
MFIS_t_6_nomi_1_var_5_6,parameter-sweep,80093689,-6.532365239620e+11,5.613771556003e+14,9.105047867509e+12,9900.0,9900.0,9900.0,0.034111731420899086,8576795761.767794
MFIS_t_6_nomi_1_var_5_7,parameter-sweep,80093689,-6.532365239620e+12,5.613771556003e+15,9.105047867509e+13,99900.0,99900.0,99900.0,0.034111731420878956,85767957617.67792
MFIS_t_6_nomi_1_var_5_8,parameter-sweep,80093689,-6.532365239620e+13,5.613771556003e+16,9.105047867509e+14,999900.0,999900.0,999900.0,0.03411173142086286,857679576176.779
