folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_7_nomi_15_var_1,LHS,791478,-6.811446333447e+09,3.292650113503e+10,5.215311195483e+10,-14.8569208319125,-8.537496847138893,-65.23125869677999,0.40518594968976196,1138571555.2190936
MFIS_t_7_nomi_15_var_2,LHS,791478,-8.157325051222e+09,4.055115092668e+10,1.521920324361e+11,1.9665631402749906,12.642085907444445,1.4613549574000073,0.36590404508115687,1285746647.8900359
MFIS_t_7_nomi_15_var_3,LHS,791478,-8.713078405922e+09,3.119876986430e+10,1.750684111142e+11,8.913480074025015,-13.336750376944451,16.712274076133337,0.3887452058293617,1521370005.9198792
MFIS_t_7_nomi_15_var_4,LHS,791478,-9.071662000624e+09,3.712193212973e+10,1.293435684295e+11,13.395775007800005,3.1164781381388895,-13.770954380333333,0.39712833749870813,1562478696.1815948
MFIS_t_7_nomi_15_var_5,LHS,791478,-8.395623929821e+09,4.282694594713e+10,4.634661850529e+10,4.945299122762492,18.96373874202777,-69.10225432980667,0.4076253438308396,1386347794.5394418
MFIS_t_7_nomi_15_var_6,LHS,791478,-8.059048274864e+09,4.369619909133e+10,2.501239058718e+11,0.7381034358000083,21.378330809250002,66.7492705812,0.3350757646356539,1185694282.1199915
MFIS_t_7_nomi_15_var_7,LHS,791478,-7.371721661159e+09,3.240003782566e+10,2.364980093545e+11,-7.853479235512495,-9.99989492872222,57.66533956966666,0.34767002021126214,1154957745.5421348
MFIS_t_7_nomi_15_var_8,LHS,791478,-7.957338695898e+09,4.218963899995e+10,8.822445245728e+10,-0.5332663012750039,17.193441666527765,-41.183698361813335,0.3804963366097719,1260086986.2252347
MFIS_t_7_nomi_15_var_9,LHS,791478,-8.979865043453e+09,3.343267236475e+10,9.267003988576e+10,12.248313043162495,-7.131465653472224,-38.219973409493335,0.42354783331956536,1637087404.2492485
MFIS_t_7_nomi_15_var_10,LHS,791478,-7.172681974655e+09,2.950113680961e+10,1.024926788393e+11,-10.341475316812499,-18.052397751083326,-31.671547440466664,0.3965319575262939,1232987093.4329896
