folder,design,seed,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_6_nomi_3_var_1,LHS,8659958,-7.828588484480e+09,1.299160230831e+11,2.097549290011e+11,0.3665190317948763,-18.802485573062498,39.83661933406668,0.23519816146863906,728421341.4504318
MFIS_t_6_nomi_3_var_2,LHS,8659958,-7.328388946566e+09,1.148199355346e+11,5.739223822754e+10,-6.0462955568461485,-28.237540290874996,-61.73850784830667,0.24881573523899653,708902811.644311
MFIS_t_6_nomi_3_var_3,LHS,8659958,-6.946054500428e+09,1.446066079854e+11,1.264589600212e+11,-10.948019225282046,-9.620870009125005,-15.694026652533333,0.21487203675197042,581963584.1043069
MFIS_t_6_nomi_3_var_4,LHS,8659958,-7.544176538686e+09,1.564461859592e+11,6.879720277492e+10,-3.279787965564107,-2.221133775499995,-54.135198150053334,0.21734947838925806,635430350.4415741
MFIS_t_6_nomi_3_var_5,LHS,8659958,-7.968338470159e+09,1.388975961775e+11,2.343103372962e+11,2.158185514858979,-13.189002389062498,56.20689153080001,0.22953401373087157,723479876.0418096
MFIS_t_6_nomi_3_var_6,LHS,8659958,-8.693780443812e+09,1.482366538772e+11,1.855086957938e+11,11.458723638615398,-7.352091326749988,23.67246386253332,0.23426272012072016,800927749.2294204
MFIS_t_6_nomi_3_var_7,LHS,8659958,-8.266171173132e+09,1.197818223377e+11,2.213187047034e+11,5.9765535016923055,-25.136361038937505,47.545803135599996,0.24884720274848238,819446827.2157042
MFIS_t_6_nomi_3_var_8,LHS,8659958,-7.383809145116e+09,1.657931943214e+11,1.194810518397e+11,-5.3357801908205165,3.620746450875001,-20.345965440199997,0.20782646516724157,596631913.9170213
MFIS_t_6_nomi_3_var_9,LHS,8659958,-6.886764684917e+09,1.973684741296e+11,2.396639507026e+11,-11.708145065166665,23.355296330999998,59.77596713506668,0.18310629376114232,491746729.8132275
MFIS_t_6_nomi_3_var_10,LHS,8659958,-7.273135668291e+09,1.237146951831e+11,2.249249315417e+11,-6.75467091934615,-22.6783155105625,49.949954361133344,0.2314557718970747,667485253.4264666
