folder,design,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent,landau_ps_estimate,landau_ec_estimate
MFIS_t_8_nomi_29_var_3,LHS,-6.594212116385e+09,4.878276888611e+12,1.228921588248e+11,5.507393862159993,-2.4344622277799988,-18.071894116800003,0.03676553066663169,93316146.18796693
MFIS_t_8_nomi_29_var_4,LHS,-6.181999874363e+09,5.719308129268e+12,1.017217638667e+11,-1.0880020101920018,14.386162585360008,-32.18549075553333,0.03287672689904042,78229123.16812602
MFIS_t_8_nomi_29_var_5,LHS,-6.069655928905e+09,5.462117339282e+12,1.397186706929e+11,-2.885505137520006,9.242346785639999,-6.854219538066674,0.03333460793686489,77877437.45767178
MFIS_t_8_nomi_29_var_6,LHS,-5.782573245009e+09,4.726031747000e+12,2.505064300624e+11,-7.478828079856004,-5.479365059999997,67.00428670826666,0.03497825762081512,77853262.32470913
MFIS_t_8_nomi_29_var_7,LHS,-6.425003826169e+09,6.035334258701e+12,1.260237287280e+11,2.8000612187039975,20.706685174019988,-15.984180847999996,0.032627305133311954,80687438.13028927
MFIS_t_8_nomi_29_var_8,LHS,-6.750086576561e+09,6.278304920801e+12,6.366325637030e+10,8.001385224975998,25.56609841602,-57.55782908646667,0.03278922123439766,85190297.90374015
MFIS_t_8_nomi_29_var_9,LHS,-6.027154079223e+09,5.226005874962e+12,5.487658034794e+10,-3.5655347324320075,4.520117499239995,-63.41561310137334,0.03396006950960403,78782676.51575352
MFIS_t_8_nomi_29_var_10,LHS,-5.737083594959e+09,5.883055416276e+12,1.347862966016e+11,-8.206662480656002,17.66110832551999,-10.142468932266658,0.03122764746743247,68957545.36300643
